,NAME,HKSE,SEHKENG,GICS,GICSCODE,GICSENG,LOTSIZE
01120.HK,雅视光学,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01121.HK,宝峰时尚,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01122.HK,庆铃汽车股份,工业,Industrials,非日常生活消费品,25,Consumer Discretionary,2000
01123.HK,中港照相,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01124.HK,沿海家园,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
01125.HK,丽丰控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,400
01126.HK,德林国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01127.HK,狮子山集团,工业,Industrials,工业,20,Industrials,4000
01128.HK,永利澳门,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,400
01129.HK,中国水业集团,公用事业,Utilities,公用事业,55,Utilities,4000
01130.HK,中国环境资源,工业,Industrials,非日常生活消费品,25,Consumer Discretionary,4000
01131.HK,鸿宝资源,能源业,Energy,能源,10,Energy,5000
01132.HK,橙天嘉禾,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,5000
01133.HK,哈尔滨电气,工业,Industrials,工业,20,Industrials,2000
01134.HK,恒发光学,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
01137.HK,香港电视,资讯科技业,Information Technology,通讯服务,50,Communication Services,1000
01138.HK,中远海能,工业,Industrials,工业,20,Industrials,2000
01139.HK,华多利集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,16000
01140.HK,东英金融,金融业,Financials,金融,40,Financials,4000
01141.HK,民银资本,金融业,Financials,金融,40,Financials,10000
01142.HK,西伯利亚矿业,原材料业,Materials,原材料,15,Materials,4000
01143.HK,环亚国际实业,非必需性消费,Consumer Discretionary,信息技术,45,Information Technology,4000
01145.HK,勇利投资,工业,Industrials,工业,20,Industrials,1000
01146.HK,中国服饰控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01147.HK,伊登软件,资讯科技业,Information Technology,信息技术,45,Information Technology,10000
01148.HK,新晨动力,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
01150.HK,米兰站,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
01151.HK,依利安达,工业,Industrials,信息技术,45,Information Technology,500
01152.HK,正乾金融控股,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,2000
01155.HK,星辰通信,资讯科技业,Information Technology,信息技术,45,Information Technology,1000
01156.HK,CHINANEWENERGY,能源业,Energy,能源,10,Energy,4000
01157.HK,中联重科,工业,Industrials,工业,20,Industrials,200
01158.HK,开元酒店,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,200
01159.HK,星光文化,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,500
01160.HK,优创金融,金融业,Financials,金融,40,Financials,100000
01161.HK,奥思集团,医疗保健业,Healthcare,医疗保健,35,Health Care,2000
01162.HK,莹岚集团,地产建筑业,Properties & Construction,工业,20,Industrials,8000
01163.HK,虎视传媒,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,2500
01164.HK,中广核矿业,原材料业,Materials,工业,20,Industrials,5000
01165.HK,顺风清洁能源,公用事业,Utilities,工业,20,Industrials,2000
01166.HK,星凯控股,工业,Industrials,信息技术,45,Information Technology,20000
01168.HK,百仕达控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
01169.HK,海尔电器,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
01170.HK,信星集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01171.HK,兖州煤业股份,能源业,Energy,能源,10,Energy,2000
01172.HK,融太集团,工业,Industrials,工业,20,Industrials,20000
01173.HK,威高国际,必需性消费,Consumer Staples,医疗保健,35,Health Care,20000
01175.HK,鲜驰达控股,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,10000
01176.HK,珠光控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
01177.HK,中国生物制药,医疗保健业,Healthcare,医疗保健,35,Health Care,1000
01178.HK,汇银控股集团,综合企业,Conglomerates,医疗保健,35,Health Care,5000
01179.HK,华住集团-S,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,50
01180.HK,汇彩控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
01181.HK,唐宫中国,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01182.HK,胜龙国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
01183.HK,澳能建设,地产建筑业,Properties & Construction,工业,20,Industrials,2000
01184.HK,S.A.S. DRAGON,工业,Industrials,信息技术,45,Information Technology,2000
01185.HK,中国航天万源,工业,Industrials,工业,20,Industrials,2000
01186.HK,中国铁建,地产建筑业,Properties & Construction,工业,20,Industrials,500
01188.HK,正道集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01189.HK,大湾区聚变力量,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
01190.HK,航标控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01191.HK,中国中石控股,金融业,Financials,房地产,60,Real Estate,20000
01192.HK,泰山石化,工业,Industrials,能源,10,Energy,20000
01193.HK,华润燃气,公用事业,Utilities,公用事业,55,Utilities,2000
01194.HK,湾区黄金,原材料业,Materials,原材料,15,Materials,4000
01195.HK,京维集团,地产建筑业,Properties & Construction,房地产,60,Real Estate,4000
01196.HK,伟禄集团,工业,Industrials,工业,20,Industrials,2000
01198.HK,皇朝家居,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01199.HK,中远海运港口,工业,Industrials,工业,20,Industrials,2000
01200.HK,美联集团,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
01201.HK,天臣控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,3000
01202.HK,成都普天电缆股份,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
01203.HK,广南(集团),原材料业,Materials,原材料,15,Materials,2000
01205.HK,中信资源,原材料业,Materials,工业,20,Industrials,2000
01206.HK,同方泰德,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
01207.HK,上置集团,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
01208.HK,五矿资源,原材料业,Materials,原材料,15,Materials,4000
01210.HK,克莉丝汀,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,2000
01211.HK,比亚迪股份,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,500
01212.HK,利福国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,500
01213.HK,万保刚集团,工业,Industrials,工业,20,Industrials,2000
01215.HK,开源控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,20000
01216.HK,中原银行,金融业,Financials,金融,40,Financials,1000
01217.HK,中国创新投资,金融业,Financials,金融,40,Financials,40000
01218.HK,永义国际,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
01219.HK,天喔国际,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,1000
01220.HK,志道国际,地产建筑业,Properties & Construction,工业,20,Industrials,30000
01221.HK,SINO HOTELS,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01222.HK,WANG ON GROUP,地产建筑业,Properties & Construction,工业,20,Industrials,20000
01223.HK,新沣集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
01224.HK,中渝置地,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
01225.HK,隆成金融,金融业,Financials,金融,40,Financials,20000
01226.HK,中国投融资,金融业,Financials,金融,40,Financials,10000
01227.HK,国盛投资,金融业,Financials,金融,40,Financials,20000
01229.HK,南南资源,能源业,Energy,能源,10,Energy,2000
01230.HK,雅士利国际,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,1000
01231.HK,新矿资源,原材料业,Materials,原材料,15,Materials,2000
01232.HK,金轮天地控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
01233.HK,时代中国控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
01234.HK,中国利郎,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
01235.HK,专业旅运,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,5000
01237.HK,中科生物,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
01238.HK,宝龙地产,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
01239.HK,TEAMWAY INTL GP,工业,Industrials,原材料,15,Materials,20000
01240.HK,青建国际,地产建筑业,Properties & Construction,工业,20,Industrials,2500
01241.HK,双桦控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01243.HK,宏安地产,地产建筑业,Properties & Construction,房地产,60,Real Estate,4000
01245.HK,NIRAKU,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01246.HK,保集健康,地产建筑业,Properties & Construction,工业,20,Industrials,10000
01247.HK,米格国际控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01249.HK,通力电子,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
01250.HK,北控清洁能源集团,公用事业,Utilities,公用事业,55,Utilities,20000
01251.HK,华油能源,能源业,Energy,能源,10,Energy,2000
01252.HK,中国天瑞水泥,地产建筑业,Properties & Construction,原材料,15,Materials,1000
01253.HK,中国绿地博大绿泽,地产建筑业,Properties & Construction,工业,20,Industrials,4000
01255.HK,港大零售,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01257.HK,中国光大绿色环保,公用事业,Utilities,工业,20,Industrials,1000
01258.HK,中国有色矿业,原材料业,Materials,原材料,15,Materials,1000
01259.HK,未来发展控股,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,1000
01260.HK,皓天财经集团,金融业,Financials,金融,40,Financials,2000
01262.HK,蜡笔小新食品,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,1000
01263.HK,栢能集团,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
01265.HK,天津津燃公用,公用事业,Utilities,公用事业,55,Utilities,10000
01266.HK,西王特钢,原材料业,Materials,原材料,15,Materials,1000
01268.HK,美东汽车,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01269.HK,首控集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01270.HK,朗廷-SS,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01271.HK,佳明集团控股,地产建筑业,Properties & Construction,工业,20,Industrials,1000
01272.HK,大唐环境,工业,Industrials,工业,20,Industrials,1000
01273.HK,香港信贷,金融业,Financials,金融,40,Financials,4000
01277.HK,力量能源,能源业,Energy,能源,10,Energy,2000
01278.HK,中国新城镇,地产建筑业,Properties & Construction,房地产,60,Real Estate,2500
01280.HK,奇点国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01281.HK,隆基泰和智慧能源,公用事业,Utilities,公用事业,55,Utilities,1000
01282.HK,宝新金融,金融业,Financials,工业,20,Industrials,4000
01283.HK,高陞集团控股,地产建筑业,Properties & Construction,工业,20,Industrials,5000
01285.HK,嘉士利集团,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,1000
01286.HK,鹰普精密,工业,Industrials,非日常生活消费品,25,Consumer Discretionary,1000
01288.HK,农业银行,金融业,Financials,金融,40,Financials,1000
01289.HK,盛力达科技,工业,Industrials,工业,20,Industrials,500
01290.HK,中国汇融,金融业,Financials,金融,40,Financials,2000
01292.HK,长安民生物流,工业,Industrials,工业,20,Industrials,1000
