symbol,symbol1,SEHKENG,GICSCODE,GICSENG,LOTSIZE
1470 HK Equity,01470.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1472 HK Equity,01472.HK,Properties & Construction,20,Industrials,5000
1475 HK Equity,01475.HK,Consumer Staples,30,Consumer Staples,1000
1476 HK Equity,01476.HK,Financials,40,Financials,1000
1477 HK Equity,01477.HK,Healthcare,35,Health Care,500
1478 HK Equity,01478.HK,Industrials,25,Consumer Discretionary,1000
1480 HK Equity,01480.HK,Industrials,45,Information Technology,2000
1483 HK Equity,01483.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1486 HK Equity,01486.HK,Properties & Construction,20,Industrials,2000
1488 HK Equity,01488.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1492 HK Equity,01492.HK,Consumer Staples,30,Consumer Staples,2000
1495 HK Equity,01495.HK,Properties & Construction,25,Consumer Discretionary,2000
1496 HK Equity,01496.HK,Properties & Construction,20,Industrials,4000
1498 HK Equity,01498.HK,Healthcare,35,Health Care,500
1499 HK Equity,01499.HK,Properties & Construction,20,Industrials,10000
1500 HK Equity,01500.HK,Properties & Construction,20,Industrials,5000
1501 HK Equity,01501.HK,Healthcare,35,Health Care,200
1502 HK Equity,01502.HK,Properties & Construction,20,Industrials,1000
1508 HK Equity,01508.HK,Financials,40,Financials,1000
1509 HK Equity,01509.HK,Healthcare,35,Health Care,1000
1513 HK Equity,01513.HK,Healthcare,35,Health Care,100
1515 HK Equity,01515.HK,Healthcare,35,Health Care,500
1518 HK Equity,01518.HK,Healthcare,35,Health Care,500
1520 HK Equity,01520.HK,Consumer Discretionary,25,Consumer Discretionary,6000
1521 HK Equity,01521.HK,Healthcare,35,Health Care,2000
1522 HK Equity,01522.HK,Information Technology,45,Information Technology,4000
1523 HK Equity,01523.HK,Information Technology,45,Information Technology,8000
1525 HK Equity,01525.HK,Consumer Discretionary,25,Consumer Discretionary,500
1526 HK Equity,01526.HK,Healthcare,35,Health Care,1000
1527 HK Equity,01527.HK,Industrials,20,Industrials,200
1528 HK Equity,01528.HK,Properties & Construction,25,Consumer Discretionary,200
1529 HK Equity,01529.HK,Industrials,20,Industrials,10000
1530 HK Equity,01530.HK,Healthcare,35,Health Care,500
1532 HK Equity,01532.HK,Consumer Discretionary,25,Consumer Discretionary,3000
1533 HK Equity,01533.HK,Consumer Staples,30,Consumer Staples,500
1536 HK Equity,01536.HK,Industrials,20,Industrials,2000
1538 HK Equity,01538.HK,Properties & Construction,20,Industrials,2000
1539 HK Equity,01539.HK,Consumer Discretionary,20,Industrials,2000
1540 HK Equity,01540.HK,Industrials,20,Industrials,3000
1542 HK Equity,01542.HK,Utilities,55,Utilities,1000
1543 HK Equity,01543.HK,Financials,40,Financials,2000
1545 HK Equity,01545.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1546 HK Equity,01546.HK,Properties & Construction,20,Industrials,8000
1547 HK Equity,01547.HK,Properties & Construction,20,Industrials,8000
1548 HK Equity,01548.HK,Healthcare,35,Health Care,2000
1549 HK Equity,01549.HK,Industrials,20,Industrials,8000
1551 HK Equity,01551.HK,Financials,40,Financials,1000
1552 HK Equity,01552.HK,Properties & Construction,20,Industrials,5000
1553 HK Equity,01553.HK,Materials,15,Materials,2000
1555 HK Equity,01555.HK,Energy,10,Energy,2000
1556 HK Equity,01556.HK,Properties & Construction,20,Industrials,5000
1557 HK Equity,01557.HK,Properties & Construction,20,Industrials,4000
1558 HK Equity,01558.HK,Healthcare,35,Health Care,200
1559 HK Equity,01559.HK,Properties & Construction,20,Industrials,10000
1560 HK Equity,01560.HK,Properties & Construction,60,Real Estate,2000
1561 HK Equity,01561.HK,Materials,15,Materials,4000
1563 HK Equity,01563.HK,Financials,40,Financials,3000
1565 HK Equity,01565.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1566 HK Equity,01566.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1568 HK Equity,01568.HK,Properties & Construction,20,Industrials,2000
1569 HK Equity,01569.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1570 HK Equity,01570.HK,Properties & Construction,60,Real Estate,1000
1571 HK Equity,01571.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1572 HK Equity,01572.HK,Financials,25,Consumer Discretionary,4000
1573 HK Equity,01573.HK,Energy,10,Energy,2000
1575 HK Equity,01575.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1576 HK Equity,01576.HK,Industrials,20,Industrials,1000
1577 HK Equity,01577.HK,Financials,40,Financials,2000
1578 HK Equity,01578.HK,Financials,40,Financials,500
1579 HK Equity,01579.HK,Consumer Staples,30,Consumer Staples,1000
1580 HK Equity,01580.HK,Materials,15,Materials,5000
1581 HK Equity,01581.HK,Properties & Construction,20,Industrials,5000
1582 HK Equity,01582.HK,Properties & Construction,20,Industrials,2500
1583 HK Equity,01583.HK,Consumer Staples,30,Consumer Staples,1000
1585 HK Equity,01585.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1586 HK Equity,01586.HK,Consumer Discretionary,20,Industrials,4000
1587 HK Equity,01587.HK,Consumer Staples,30,Consumer Staples,4000
1588 HK Equity,01588.HK,Information Technology,45,Information Technology,200
1589 HK Equity,01589.HK,Properties & Construction,60,Real Estate,1000
1591 HK Equity,01591.HK,Properties & Construction,20,Industrials,20000
1592 HK Equity,01592.HK,Properties & Construction,15,Materials,5000
1593 HK Equity,01593.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1596 HK Equity,01596.HK,Industrials,20,Industrials,1000
1598 HK Equity,01598.HK,Consumer Discretionary,25,Consumer Discretionary,3000
1599 HK Equity,01599.HK,Properties & Construction,20,Industrials,1000
1600 HK Equity,01600.HK,Utilities,55,Utilities,500
1601 HK Equity,01601.HK,Financials,40,Financials,2000
1606 HK Equity,01606.HK,Financials,40,Financials,2000
1608 HK Equity,01608.HK,Utilities,20,Industrials,1000
1609 HK Equity,01609.HK,Properties & Construction,20,Industrials,2000
1610 HK Equity,01610.HK,Consumer Staples,30,Consumer Staples,1000
1611 HK Equity,01611.HK,Industrials,45,Information Technology,2000
1612 HK Equity,01612.HK,Healthcare,35,Health Care,2000
1613 HK Equity,01613.HK,Information Technology,45,Information Technology,3200
1615 HK Equity,01615.HK,Properties & Construction,20,Industrials,5000
1616 HK Equity,01616.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1617 HK Equity,01617.HK,Information Technology,45,Information Technology,4000
1618 HK Equity,01618.HK,Properties & Construction,20,Industrials,1000
1619 HK Equity,01619.HK,#N/A,#N/A,#N/A,#N/A
1620 HK Equity,01620.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1621 HK Equity,01621.HK,Energy,15,Materials,8000
1622 HK Equity,01622.HK,Properties & Construction,60,Real Estate,2000
1623 HK Equity,01623.HK,Energy,10,Energy,1000
1625 HK Equity,01625.HK,#N/A,#N/A,#N/A,#N/A
1626 HK Equity,01626.HK,Industrials,15,Materials,2000
1627 HK Equity,01627.HK,Properties & Construction,20,Industrials,4000
1628 HK Equity,01628.HK,Properties & Construction,60,Real Estate,1000
1629 HK Equity,01629.HK,Industrials,15,Materials,4000
1630 HK Equity,01630.HK,Properties & Construction,20,Industrials,6000
1631 HK Equity,01631.HK,Industrials,20,Industrials,5000
1632 HK Equity,01632.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1633 HK Equity,01633.HK,Properties & Construction,20,Industrials,3000
1635 HK Equity,01635.HK,Utilities,55,Utilities,1000
1636 HK Equity,01636.HK,Materials,15,Materials,4000
1637 HK Equity,01637.HK,Properties & Construction,20,Industrials,2000
1638 HK Equity,01638.HK,Properties & Construction,60,Real Estate,1000
1639 HK Equity,01639.HK,Industrials,20,Industrials,10000
1640 HK Equity,01640.HK,Consumer Discretionary,50,Communication Services,2000
1645 HK Equity,01645.HK,Industrials,20,Industrials,4000
1647 HK Equity,01647.HK,Properties & Construction,20,Industrials,5000
1649 HK Equity,01649.HK,Properties & Construction,55,Utilities,2000
1650 HK Equity,01650.HK,Consumer Discretionary,20,Industrials,8000
1651 HK Equity,01651.HK,Industrials,20,Industrials,1000
1652 HK Equity,01652.HK,Healthcare,35,Health Care,1000
1653 HK Equity,01653.HK,Properties & Construction,15,Materials,20000
1655 HK Equity,01655.HK,Consumer Discretionary,25,Consumer Discretionary,5000
1656 HK Equity,01656.HK,Industrials,20,Industrials,2000
1657 HK Equity,01657.HK,Consumer Discretionary,25,Consumer Discretionary,500
1658 HK Equity,01658.HK,Financials,40,Financials,1000
1659 HK Equity,01659.HK,Utilities,55,Utilities,8000
1660 HK Equity,01660.HK,Industrials,20,Industrials,8000
1661 HK Equity,01661.HK,Consumer Discretionary,50,Communication Services,1000
1662 HK Equity,01662.HK,Properties & Construction,20,Industrials,4000
1663 HK Equity,01663.HK,Properties & Construction,60,Real Estate,2000
1665 HK Equity,01665.HK,Information Technology,45,Information Technology,4000
1666 HK Equity,01666.HK,Healthcare,35,Health Care,1000
1667 HK Equity,01667.HK,Properties & Construction,20,Industrials,10000
1668 HK Equity,01668.HK,Properties & Construction,60,Real Estate,2000
1669 HK Equity,01669.HK,Financials,40,Financials,2000
1671 HK Equity,01671.HK,Utilities,10,Energy,2000
1672 HK Equity,01672.HK,Healthcare,35,Health Care,1000
1673 HK Equity,01673.HK,Industrials,20,Industrials,2000
1675 HK Equity,01675.HK,Information Technology,45,Information Technology,400
1676 HK Equity,01676.HK,Consumer Staples,30,Consumer Staples,4000
1678 HK Equity,01678.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1679 HK Equity,01679.HK,Information Technology,45,Information Technology,2500
1680 HK Equity,01680.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1681 HK Equity,01681.HK,Healthcare,35,Health Care,1000
1682 HK Equity,01682.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1683 HK Equity,01683.HK,Properties & Construction,20,Industrials,4000
1685 HK Equity,01685.HK,Industrials,20,Industrials,1000
1686 HK Equity,01686.HK,Information Technology,45,Information Technology,1000
1688 HK Equity,01688.HK,#N/A,#N/A,#N/A,#N/A
1689 HK Equity,01689.HK,Industrials,15,Materials,2000
1690 HK Equity,01690.HK,Properties & Construction,20,Industrials,10000
1691 HK Equity,01691.HK,Consumer Discretionary,25,Consumer Discretionary,500
1692 HK Equity,01692.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1693 HK Equity,01693.HK,Properties & Construction,20,Industrials,4000
1695 HK Equity,01695.HK,Consumer Staples,30,Consumer Staples,5000
1696 HK Equity,01696.HK,Healthcare,35,Health Care,400
1697 HK Equity,01697.HK,Financials,40,Financials,1800
1698 HK Equity,01698.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1699 HK Equity,01699.HK,Consumer Staples,30,Consumer Staples,4000
1700 HK Equity,01700.HK,#N/A,#N/A,#N/A,#N/A
1701 HK Equity,01701.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1702 HK Equity,01702.HK,Materials,15,Materials,4000
1703 HK Equity,01703.HK,Consumer Discretionary,25,Consumer Discretionary,5000
1705 HK Equity,01705.HK,Consumer Staples,30,Consumer Staples,4000
1706 HK Equity,01706.HK,Properties & Construction,20,Industrials,5000
1707 HK Equity,01707.HK,Properties & Construction,20,Industrials,8000
1708 HK Equity,01708.HK,Information Technology,45,Information Technology,500
1709 HK Equity,01709.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1710 HK Equity,01710.HK,Industrials,25,Consumer Discretionary,4000
1711 HK Equity,01711.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1712 HK Equity,01712.HK,Materials,15,Materials,1000
1713 HK Equity,01713.HK,Utilities,55,Utilities,2000
1715 HK Equity,01715.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1716 HK Equity,01716.HK,Consumer Discretionary,50,Communication Services,2000
1717 HK Equity,01717.HK,Consumer Staples,30,Consumer Staples,1000
1718 HK Equity,01718.HK,Properties & Construction,20,Industrials,5000
1719 HK Equity,01719.HK,Industrials,20,Industrials,4000
1720 HK Equity,01720.HK,Information Technology,45,Information Technology,4000
1721 HK Equity,01721.HK,Materials,15,Materials,5000
1722 HK Equity,01722.HK,Properties & Construction,20,Industrials,10000
1723 HK Equity,01723.HK,Consumer Discretionary,50,Communication Services,2000
1725 HK Equity,01725.HK,Industrials,25,Consumer Discretionary,5000
1726 HK Equity,01726.HK,Healthcare,35,Health Care,5000
1727 HK Equity,01727.HK,Properties & Construction,20,Industrials,500
1728 HK Equity,01728.HK,Consumer Discretionary,25,Consumer Discretionary,500
1729 HK Equity,01729.HK,Information Technology,20,Industrials,8000
1730 HK Equity,01730.HK,Properties & Construction,60,Real Estate,2000
1731 HK Equity,01731.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1732 HK Equity,01732.HK,Industrials,20,Industrials,20000
1733 HK Equity,01733.HK,Energy,10,Energy,12000
1735 HK Equity,01735.HK,Properties & Construction,20,Industrials,2000
1736 HK Equity,01736.HK,Information Technology,45,Information Technology,2000
1737 HK Equity,01737.HK,Industrials,20,Industrials,10000
1738 HK Equity,01738.HK,Energy,10,Energy,2500
1739 HK Equity,01739.HK,Properties & Construction,20,Industrials,500
1740 HK Equity,01740.HK,Consumer Discretionary,50,Communication Services,5000
1741 HK Equity,01741.HK,Properties & Construction,20,Industrials,4000
1742 HK Equity,01742.HK,Properties & Construction,20,Industrials,5000
1743 HK Equity,01743.HK,Industrials,15,Materials,200
1745 HK Equity,01745.HK,Information Technology,25,Consumer Discretionary,2000
1746 HK Equity,01746.HK,Properties & Construction,20,Industrials,4000
1747 HK Equity,01747.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1748 HK Equity,01748.HK,Industrials,20,Industrials,2000
1749 HK Equity,01749.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1750 HK Equity,01750.HK,Industrials,20,Industrials,10000
1751 HK Equity,01751.HK,Properties & Construction,20,Industrials,10000
1752 HK Equity,01752.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1753 HK Equity,01753.HK,Consumer Discretionary,50,Communication Services,400
1755 HK Equity,01755.HK,Properties & Construction,20,Industrials,1000
1756 HK Equity,01756.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1757 HK Equity,01757.HK,Properties & Construction,20,Industrials,10000
1758 HK Equity,01758.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1759 HK Equity,01759.HK,Utilities,10,Energy,1000
1760 HK Equity,01760.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1761 HK Equity,01761.HK,Consumer Discretionary,50,Communication Services,500
1762 HK Equity,01762.HK,Consumer Discretionary,50,Communication Services,1000
1763 HK Equity,01763.HK,Healthcare,35,Health Care,200
1765 HK Equity,01765.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1766 HK Equity,01766.HK,Industrials,20,Industrials,1000
1767 HK Equity,01767.HK,Consumer Staples,30,Consumer Staples,10000
1768 HK Equity,01768.HK,#N/A,#N/A,#N/A,#N/A
1769 HK Equity,01769.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1771 HK Equity,01771.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1772 HK Equity,01772.HK,Materials,15,Materials,200
1773 HK Equity,01773.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1775 HK Equity,01775.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1776 HK Equity,01776.HK,Financials,40,Financials,200
1777 HK Equity,01777.HK,Properties & Construction,60,Real Estate,1500
1778 HK Equity,01778.HK,Properties & Construction,60,Real Estate,1000
1780 HK Equity,01780.HK,Properties & Construction,20,Industrials,2500
1781 HK Equity,01781.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1782 HK Equity,01782.HK,Information Technology,45,Information Technology,5000
1783 HK Equity,01783.HK,Properties & Construction,20,Industrials,10000
1785 HK Equity,01785.HK,Industrials,20,Industrials,1000
1786 HK Equity,01786.HK,Industrials,20,Industrials,500
1787 HK Equity,01787.HK,Materials,15,Materials,250
1788 HK Equity,01788.HK,Financials,40,Financials,1000
1789 HK Equity,01789.HK,Healthcare,35,Health Care,2000
1790 HK Equity,01790.HK,Utilities,20,Industrials,5000
1792 HK Equity,01792.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1793 HK Equity,01793.HK,Properties & Construction,20,Industrials,4000
1796 HK Equity,01796.HK,Properties & Construction,20,Industrials,2000
1797 HK Equity,01797.HK,Consumer Discretionary,25,Consumer Discretionary,500
1798 HK Equity,01798.HK,Utilities,55,Utilities,1000
1799 HK Equity,01799.HK,Utilities,45,Information Technology,400
1800 HK Equity,01800.HK,Properties & Construction,20,Industrials,1000
1801 HK Equity,01801.HK,Healthcare,35,Health Care,500
1802 HK Equity,01802.HK,Properties & Construction,25,Consumer Discretionary,2000
1803 HK Equity,01803.HK,Consumer Discretionary,25,Consumer Discretionary,2500
1806 HK Equity,01806.HK,Information Technology,40,Financials,400
1808 HK Equity,01808.HK,Information Technology,45,Information Technology,2000
1809 HK Equity,01809.HK,Consumer Discretionary,25,Consumer Discretionary,500
1810 HK Equity,01810.HK,Information Technology,45,Information Technology,200
1811 HK Equity,01811.HK,Utilities,55,Utilities,2000
1812 HK Equity,01812.HK,Materials,15,Materials,500
1813 HK Equity,01813.HK,Properties & Construction,60,Real Estate,500
1815 HK Equity,01815.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1816 HK Equity,01816.HK,Utilities,55,Utilities,1000
1817 HK Equity,01817.HK,Consumer Discretionary,25,Consumer Discretionary,500
1818 HK Equity,01818.HK,Materials,15,Materials,500
1819 HK Equity,01819.HK,#N/A,#N/A,#N/A,#N/A
1820 HK Equity,01820.HK,Industrials,15,Materials,1000
1821 HK Equity,01821.HK,Financials,60,Real Estate,200
1822 HK Equity,01822.HK,Consumer Discretionary,25,Consumer Discretionary,30000
1823 HK Equity,01823.HK,Industrials,20,Industrials,2000
1825 HK Equity,01825.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1826 HK Equity,01826.HK,Properties & Construction,20,Industrials,10000
1827 HK Equity,01827.HK,Healthcare,35,Health Care,5000
1828 HK Equity,01828.HK,#N/A,#N/A,#N/A,#N/A
1829 HK Equity,01829.HK,Properties & Construction,20,Industrials,1000
1830 HK Equity,01830.HK,Healthcare,30,Consumer Staples,4000
1831 HK Equity,01831.HK,Consumer Discretionary,50,Communication Services,10000
1832 HK Equity,01832.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1833 HK Equity,01833.HK,Healthcare,35,Health Care,100
1835 HK Equity,01835.HK,Financials,40,Financials,400
1836 HK Equity,01836.HK,Consumer Discretionary,25,Consumer Discretionary,500
1837 HK Equity,01837.HK,Consumer Staples,30,Consumer Staples,2000
1838 HK Equity,01838.HK,Properties & Construction,60,Real Estate,1000
1839 HK Equity,01839.HK,Industrials,25,Consumer Discretionary,500
1841 HK Equity,01841.HK,Industrials,20,Industrials,10000
1842 HK Equity,01842.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1843 HK Equity,01843.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1845 HK Equity,01845.HK,Industrials,20,Industrials,3000
1846 HK Equity,01846.HK,Healthcare,25,Consumer Discretionary,1000
1847 HK Equity,01847.HK,Properties & Construction,15,Materials,1000
1848 HK Equity,01848.HK,Consumer Discretionary,20,Industrials,500
1849 HK Equity,01849.HK,Consumer Discretionary,45,Information Technology,5000
1850 HK Equity,01850.HK,Properties & Construction,20,Industrials,10000
1851 HK Equity,01851.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1853 HK Equity,01853.HK,Utilities,55,Utilities,2500
1854 HK Equity,01854.HK,Consumer Staples,30,Consumer Staples,10000
1856 HK Equity,01856.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1857 HK Equity,01857.HK,Utilities,20,Industrials,1000
1858 HK Equity,01858.HK,Healthcare,35,Health Care,250
1859 HK Equity,01859.HK,Consumer Discretionary,50,Communication Services,1000
1860 HK Equity,01860.HK,Consumer Discretionary,50,Communication Services,1000
1861 HK Equity,01861.HK,Materials,20,Industrials,2000
1862 HK Equity,01862.HK,Properties & Construction,60,Real Estate,1000
1863 HK Equity,01863.HK,Materials,15,Materials,1000
1865 HK Equity,01865.HK,Properties & Construction,20,Industrials,4000
1866 HK Equity,01866.HK,Materials,15,Materials,1000
1867 HK Equity,01867.HK,Properties & Construction,20,Industrials,10000
1868 HK Equity,01868.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1869 HK Equity,01869.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1870 HK Equity,01870.HK,Properties & Construction,20,Industrials,2500
1871 HK Equity,01871.HK,Consumer Discretionary,20,Industrials,4000
1872 HK Equity,01872.HK,Consumer Discretionary,25,Consumer Discretionary,5000
1873 HK Equity,01873.HK,Healthcare,35,Health Care,500
1875 HK Equity,01875.HK,Healthcare,35,Health Care,400
1876 HK Equity,01876.HK,Consumer Staples,30,Consumer Staples,100
1877 HK Equity,01877.HK,Healthcare,35,Health Care,200
1878 HK Equity,01878.HK,Energy,10,Energy,50
1879 HK Equity,01879.HK,#N/A,#N/A,#N/A,#N/A
1880 HK Equity,01880.HK,#N/A,#N/A,#N/A,#N/A
1881 HK Equity,01881.HK,#N/A,#N/A,#N/A,#N/A
1882 HK Equity,01882.HK,Industrials,20,Industrials,1000
1883 HK Equity,01883.HK,Telecommunications,50,Communication Services,1000
1884 HK Equity,01884.HK,Industrials,20,Industrials,4000
1885 HK Equity,01885.HK,Materials,15,Materials,4000
1886 HK Equity,01886.HK,Consumer Staples,30,Consumer Staples,500
1887 HK Equity,01887.HK,#N/A,#N/A,#N/A,#N/A
1888 HK Equity,01888.HK,Industrials,45,Information Technology,500
1889 HK Equity,01889.HK,Healthcare,35,Health Care,2500
1890 HK Equity,01890.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1891 HK Equity,01891.HK,Materials,15,Materials,4000
1893 HK Equity,01893.HK,#N/A,#N/A,#N/A,#N/A
1894 HK Equity,01894.HK,Properties & Construction,15,Materials,5000
1895 HK Equity,01895.HK,Properties & Construction,60,Real Estate,1000
1896 HK Equity,01896.HK,Consumer Discretionary,50,Communication Services,200
1897 HK Equity,01897.HK,Properties & Construction,15,Materials,2000
1898 HK Equity,01898.HK,Energy,10,Energy,1000
1899 HK Equity,01899.HK,Industrials,25,Consumer Discretionary,1000
1900 HK Equity,01900.HK,Information Technology,45,Information Technology,1000
1901 HK Equity,01901.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1902 HK Equity,01902.HK,Properties & Construction,60,Real Estate,2000
1903 HK Equity,01903.HK,Industrials,20,Industrials,2000
1905 HK Equity,01905.HK,Financials,40,Financials,2000
1906 HK Equity,01906.HK,Consumer Discretionary,25,Consumer Discretionary,5000
1907 HK Equity,01907.HK,Materials,10,Energy,1000
1908 HK Equity,01908.HK,Properties & Construction,60,Real Estate,1000
1909 HK Equity,01909.HK,Information Technology,50,Communication Services,2000
1910 HK Equity,01910.HK,Consumer Discretionary,25,Consumer Discretionary,300
1911 HK Equity,01911.HK,Financials,40,Financials,100
1912 HK Equity,01912.HK,Information Technology,45,Information Technology,5000
1913 HK Equity,01913.HK,Consumer Discretionary,25,Consumer Discretionary,100
1915 HK Equity,01915.HK,Financials,40,Financials,2000
1916 HK Equity,01916.HK,Financials,40,Financials,500
1917 HK Equity,01917.HK,Consumer Discretionary,50,Communication Services,10000
1918 HK Equity,01918.HK,Properties & Construction,60,Real Estate,1000
1919 HK Equity,01919.HK,Industrials,20,Industrials,500
1920 HK Equity,01920.HK,Properties & Construction,20,Industrials,10000
1921 HK Equity,01921.HK,Energy,10,Energy,2000
1922 HK Equity,01922.HK,Properties & Construction,60,Real Estate,2000
1925 HK Equity,01925.HK,Consumer Discretionary,30,Consumer Staples,2000
1928 HK Equity,01928.HK,Consumer Discretionary,25,Consumer Discretionary,400
1929 HK Equity,01929.HK,Consumer Discretionary,25,Consumer Discretionary,200
1930 HK Equity,01930.HK,Industrials,25,Consumer Discretionary,4000
1931 HK Equity,01931.HK,Healthcare,35,Health Care,1000
1932 HK Equity,01932.HK,Materials,20,Industrials,4000
1933 HK Equity,01933.HK,Information Technology,45,Information Technology,4000
1935 HK Equity,01935.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1936 HK Equity,01936.HK,Consumer Staples,30,Consumer Staples,2000
1937 HK Equity,01937.HK,Properties & Construction,20,Industrials,5000
1938 HK Equity,01938.HK,Energy,10,Energy,1000
1939 HK Equity,01939.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1941 HK Equity,01941.HK,Properties & Construction,60,Real Estate,2000
1942 HK Equity,01942.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1943 HK Equity,01943.HK,Properties & Construction,20,Industrials,5000
1949 HK Equity,01949.HK,Information Technology,45,Information Technology,2000
1950 HK Equity,01950.HK,Materials,15,Materials,4000
1951 HK Equity,01951.HK,Healthcare,35,Health Care,2000
1953 HK Equity,01953.HK,Properties & Construction,20,Industrials,5000
1955 HK Equity,01955.HK,Consumer Discretionary,20,Industrials,2000
1957 HK Equity,01957.HK,Consumer Discretionary,25,Consumer Discretionary,2500
1958 HK Equity,01958.HK,Consumer Discretionary,25,Consumer Discretionary,500
1959 HK Equity,01959.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1960 HK Equity,01960.HK,Properties & Construction,20,Industrials,5000
1961 HK Equity,01961.HK,Information Technology,45,Information Technology,2000
1962 HK Equity,01962.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1963 HK Equity,01963.HK,Financials,40,Financials,500
1966 HK Equity,01966.HK,Properties & Construction,60,Real Estate,1000
1967 HK Equity,01967.HK,Industrials,45,Information Technology,2000
1968 HK Equity,01968.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1969 HK Equity,01969.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1970 HK Equity,01970.HK,Consumer Discretionary,50,Communication Services,100
1971 HK Equity,01971.HK,Properties & Construction,60,Real Estate,1000
1972 HK Equity,01972.HK,Properties & Construction,60,Real Estate,200
1975 HK Equity,01975.HK,Industrials,20,Industrials,4000
1977 HK Equity,01977.HK,Properties & Construction,25,Consumer Discretionary,2000
1978 HK Equity,01978.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1979 HK Equity,01979.HK,Industrials,45,Information Technology,4000
1980 HK Equity,01980.HK,Information Technology,45,Information Technology,1000
1981 HK Equity,01981.HK,Consumer Discretionary,50,Communication Services,1000
1982 HK Equity,01982.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1983 HK Equity,01983.HK,Financials,40,Financials,1000
1985 HK Equity,01985.HK,Information Technology,45,Information Technology,2000
1986 HK Equity,01986.HK,Materials,15,Materials,500
1987 HK Equity,01987.HK,Properties & Construction,60,Real Estate,4000
1988 HK Equity,01988.HK,Financials,40,Financials,500
1989 HK Equity,01989.HK,Consumer Discretionary,35,Health Care,8000
1990 HK Equity,01990.HK,Industrials,20,Industrials,1000
1991 HK Equity,01991.HK,Industrials,20,Industrials,2000
1992 HK Equity,01992.HK,Consumer Discretionary,25,Consumer Discretionary,200
1993 HK Equity,01993.HK,Consumer Discretionary,50,Communication Services,500
1995 HK Equity,01995.HK,Properties & Construction,60,Real Estate,2000
1996 HK Equity,01996.HK,Properties & Construction,60,Real Estate,1000
1997 HK Equity,01997.HK,Properties & Construction,60,Real Estate,1000
1998 HK Equity,01998.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1999 HK Equity,01999.HK,Consumer Discretionary,25,Consumer Discretionary,400
2000 HK Equity,02000.HK,Information Technology,45,Information Technology,2000
2001 HK Equity,02001.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2002 HK Equity,02002.HK,Materials,15,Materials,500
2003 HK Equity,02003.HK,Financials,40,Financials,200
