symbol,gicsector,gicgroup,gicind,gicsubind,standard_ind,LOTSIZE
ANVS,35,3520,352010,35201010,2836,1
ANY,45,4510,451030,45103020,7372,1
AO.PA,60,6010,601010,60101070,6798,1
AOG.3,10,1010,101020,10102020,1311,1
AOL,45,4510,451010,45101010,7370,1
AON,40,4030,403010,40301010,6411,1
AOS,20,2010,201020,20102010,3630,1
AOSL,45,4530,453010,45301020,3674,1
AOT,35,3510,351010,35101010,3821,1
AP,15,1510,151040,15104050,3460,1
APA,10,1010,101020,10102020,1311,1
APA.PD,35,3520,352030,35203010,2836,1
APAC,20,2020,202010,20201060,7389,1
APAGF,10,1010,101020,10102020,1311,1
APAM,40,4020,402030,40203010,6282,1
APC,10,1010,101020,10102020,1311,1
APCC.,20,2010,201040,20104010,3620,1
APCS,50,5010,501020,50102010,4812,1
APD,15,1510,151010,15101040,2810,1
APDN,45,4520,452030,45203010,3669,1
APDNW,60,6010,601010,60101070,6798,1
APEI,25,2530,253020,25302010,8200,1
APEN,35,3510,351010,35101010,3841,1
APEX,25,2520,252030,25203010,6794,1
APFC,15,1510,151010,15101050,2810,1
APFH,30,3020,302020,30202030,2000,1
APG,20,2010,201030,20103010,9995,1
APH,45,4520,452030,45203015,3678,1
APHA,35,3520,352020,35202010,2834,1
APHB,35,3520,352010,35201010,2836,1
API.1,45,4520,452030,45203010,3674,1
APIC,45,4510,451010,45101010,7370,1
APKT,45,4520,452010,45201020,3576,1
APL.1,55,5510,551020,55102010,4922,1
APL,10,1010,101020,10102040,4922,1
APLE,60,6010,601010,60101030,6798,1
APLN.,45,4510,451010,45101010,7370,1
APLP,10,1010,101010,10101020,1382,1
APLS,35,3520,352010,35201010,2834,1
APLT,35,3520,352010,35201010,2836,1
APLX,45,4510,451030,45103010,7372,1
APM,35,3520,352010,35201010,2836,1
APN.1,25,2520,252010,25201040,3634,1
APN.4,15,1510,151010,15101010,2820,1
APNT.1,45,4510,451010,45101010,7371,1
APO.2,40,4040,404020,40402050,6798,1
APO,40,4020,402030,40203010,6282,1
APO.PA,40,4010,401010,40101010,6020,1
APO.PB,40,4010,401010,40101010,6020,1
APOG,20,2010,201020,20102010,3442,1
APOL,25,2530,253020,25302010,8200,1
APOP,35,3520,352030,35203010,2836,1
APOPW,40,4010,401010,40101015,6020,1
APP.U,50,5010,501020,50102010,4812,1
APP.WS,20,2010,201060,20106020,3585,1
APPB.1,25,2530,253010,25301040,5812,1
APPF,45,4510,451030,45103010,7370,1
APPN,45,4510,451030,45103020,7370,1
APPS,45,4510,451030,45103010,7372,1
APPX,35,3520,352020,35202010,2834,1
APR.,35,3520,352020,35202010,2836,1
APRE,35,3520,352010,35201010,2836,1
APRI,35,3520,352020,35202010,2834,1
APRN,25,2550,255020,25502020,5961,1
APRO.,40,4040,404020,40402050,6798,1
APRS,45,4510,451010,45101010,7372,1
APSG,20,2010,201010,20101010,3663,1
APT,20,2010,201020,20102010,3089,1
APTI.2,45,4530,453010,45301020,3674,1
APTI,45,4510,451030,45103010,7370,1
APTM,45,4510,451010,45101010,7370,1
APTO,35,3520,352010,35201010,2836,1
APTS,60,6010,601010,60101060,6798,1
APTV,25,2510,251010,25101010,3714,1
APTX,35,3520,352010,35201010,2836,1
APU,55,5510,551020,55102010,5900,1
APVO,35,3520,352010,35201010,2836,1
APWC,20,2010,201040,20104010,3357,1
APWRU,60,6010,601010,60101020,6798,1
APWRW,60,6010,601010,60101020,6798,1
APXTW,45,4510,451030,45103010,7370,1
APYX,35,3510,351010,35101010,3845,1
AQ.1,25,2540,254010,25401010,7370,1
AQ,45,4530,453010,45301020,3674,1
AQB,35,3520,352010,35201010,2836,1
AQLA,35,3520,352010,35201010,2836,1
AQMS,20,2020,202010,20201050,4953,1
AQN,55,5510,551030,55103010,4991,1
AQNT,45,4510,451010,45101010,7310,1
AQST,35,3520,352020,35202010,2834,1
AQUA,20,2010,201060,20106020,3580,1
AR,10,1010,101020,10102020,1311,1
ARA.1,15,1510,151050,15105020,2611,1
ARA,35,3510,351020,35102015,8090,1
ARAV,35,3520,352010,35201010,2836,1
ARAY,35,3510,351010,35101010,3845,1
ARB.1,25,2540,254010,25401010,8700,1
ARBA,45,4510,451030,45103020,7372,1
ARBX,50,5010,501010,50101010,7389,1
ARC.3,10,1010,101020,10102010,2911,1
ARC,20,2020,202010,20201060,7389,1
ARCB,20,2030,203040,20304020,4213,1
ARCC.1,50,5010,501010,50101020,4813,1
ARCC,40,4020,402030,40203010,6797,1
ARCE,25,2530,253020,25302010,8200,1
ARCH,10,1010,101020,10102050,1220,1
ARCL,25,2530,253020,25302010,8200,1
ARCO,25,2530,253010,25301040,5812,1
ARCT.2,40,4040,404020,40402010,6798,1
ARCT,35,3520,352010,35201010,2836,1
ARCW.1,45,4520,452010,45201020,3663,1
ARD.1,10,1010,101020,10102020,1311,1
ARD,15,1510,151030,15103010,3411,1
ARDI,50,5010,501020,50102010,7373,1
ARDNA,30,3010,301010,30101030,5411,1
ARDS,35,3520,352010,35201010,2836,1
ARDX,35,3520,352010,35201010,2836,1
ARE,60,6010,601010,60101040,6798,1
ARE.PC,35,3510,351010,35101010,3845,1
ARE.PD,35,3510,351010,35101010,3845,1
AREA,40,4010,401010,40101010,6020,1
AREC,10,1010,101020,10102050,1220,1
ARES,40,4020,402030,40203010,6282,1
ARG,15,1510,151010,15101040,5084,1
ARGO,40,4030,403010,40301040,6351,1
ARGX,35,3520,352010,35201010,2836,1
ARGY.1,20,2020,202010,20201030,8200,1
ARI.3,40,4040,404020,40402040,6798,1
ARI,40,4020,402040,40204010,6798,1
ARI.PA,40,4010,401010,40101010,6020,1
ARI.PC,40,4010,401010,40101010,6020,1
ARIA,35,3520,352010,35201010,2836,1
ARII,20,2010,201060,20106010,3743,1
ARIS,45,4510,451010,45101010,7370,1
ARJ,15,1510,151010,15101050,2800,1
ARKR,25,2530,253010,25301040,5812,1
ARL,60,6010,601020,60102020,6513,1
ARLO,45,4520,452030,45203010,3669,1
ARLP,10,1010,101020,10102050,1220,1
ARMH,45,4530,453010,45301020,6794,1
ARMK,25,2530,253010,25301040,5812,1
ARMO,35,3520,352010,35201010,2836,1
ARMP,35,3520,352010,35201010,2836,1
ARMX.,20,2030,203010,20301010,4513,1
ARN,35,3520,352010,35201010,2835,1
ARNA,35,3520,352010,35201010,2836,1
ARNC,15,1510,151040,15104010,3350,1
ARNX,35,3520,352020,35202010,2834,1
AROC,10,1010,101010,10101020,3533,1
AROW,40,4010,401010,40101015,6020,1
ARPI,40,4040,404020,40402050,6798,1
ARPO,35,3520,352020,35202010,2834,1
ARPT,45,4510,451010,45101010,3679,1
ARQL,35,3520,352010,35201010,2836,1
ARQT,35,3520,352010,35201010,2834,1
ARR,40,4020,402040,40204010,6798,1
ARR.PA,55,5510,551030,55103010,4931,1
ARR.WS,40,4040,404020,40402060,6798,1
ARRO,35,3510,351010,35101020,3841,1
ARRS,45,4520,452010,45201020,3663,1
ARRY,35,3520,352010,35201010,2836,1
ARS.3,35,3510,351020,35102020,6798,1
ARSC.1,45,4510,451010,45101010,7370,1
ARST.1,45,4510,451030,45103020,7372,1
ART.2,25,2540,254010,25401010,8700,1
ART,40,4020,402030,40203010,6282,1
ARTC,35,3510,351010,35101010,3845,1
ARTG,45,4510,451010,45101010,7372,1
ARTI.,45,4530,453010,45301020,3674,1
ARTL.1,25,2550,255010,25501010,5110,1
ARTL,35,3520,352020,35202010,2834,1
ARTLP,20,2030,203030,20303010,4412,1
ARTNA,55,5510,551040,55104010,4941,1
ARTW,20,2010,201060,20106015,3523,1
ARTX,20,2010,201010,20101010,3690,1
ARU,60,6010,601010,60101030,6798,1
ARUN,45,4520,452010,45201020,3576,1
ARV,25,2510,251010,25101010,3714,1
ARVN,35,3520,352020,35202010,2836,1
ARW,45,4520,452030,45203030,5065,1
ARWM,15,1510,151010,15101050,2851,1
ARWR,35,3520,352010,35201010,2836,1
ARX,45,4520,452030,45203015,3674,1
ARXT,35,3520,352020,35202010,2834,1
ARXX,45,4520,452030,45203010,3825,1
ARY.2,60,6010,601010,60101070,6798,1
ASA,40,4020,402030,40203010,6799,1
ASB,40,4010,401010,40101015,6020,1
ASB.PB,10,1010,101020,10102040,4412,1
ASB.PC,10,1010,101020,10102040,4412,1
ASB.WS,10,1010,101020,10102040,4412,1
ASBB,40,4010,401020,40102010,6036,1
ASBI,40,4010,401010,40101015,6036,1
ASC,10,1010,101020,10102040,4412,1
ASCA,25,2530,253010,25301010,7990,1
ASCL,45,4510,451030,45103020,7372,1
ASCX,45,4520,452010,45201020,3576,1
ASDV.1,45,4510,451030,45103010,7372,1
ASEI,20,2010,201010,20101010,3844,1
ASFD,25,2550,255020,25502020,5961,1
ASFI,40,4020,402020,40202010,6153,1
ASGN,20,2020,202020,20202010,7363,1
ASGR,35,3510,351020,35102030,8090,1
ASH,15,1510,151010,15101050,2820,1
ASH.WI,40,4030,403010,40301020,6311,1
ASHW,25,2520,252030,25203010,2320,1
ASI,40,4030,403010,40301040,6331,1
ASIA,45,4510,451030,45103010,7372,1
ASIS,20,2020,202010,20201040,7389,1
ASIX,15,1510,151010,15101010,2820,1
ASKJ,45,4510,451010,45101010,7370,1
ASL.2,15,1510,151040,15104030,1040,1
ASLN,35,3520,352010,35201010,2836,1
ASM,15,1510,151040,15104040,1044,1
ASMB,35,3520,352010,35201010,2836,1
ASML,45,4530,453010,45301010,3559,1
ASND,35,3520,352010,35201010,2836,1
ASNS,35,3520,352010,35201010,2836,1
ASO.1,40,4010,401010,40101015,6020,1
ASPM,35,3510,351010,35101010,3845,1
ASPN,10,1010,101010,10101020,3086,1
ASPS,60,6010,601020,60102040,7389,1
ASPT.,45,4510,451030,45103010,7372,1
ASPU,25,2530,253020,25302010,8200,1
ASPV.,35,3520,352020,35202010,2834,1
ASPX,35,3520,352010,35201010,2836,1
ASR,20,2030,203050,20305010,4581,1
ASRT,35,3520,352020,35202010,2834,1
ASRV,40,4010,401010,40101015,6020,1
AST,35,3520,352010,35201010,2836,1
ASTC,20,2010,201010,20101010,3829,1
ASTE,20,2010,201060,20106010,3531,1
ASTI.1,35,3520,352010,35201010,2834,1
ASTIU,30,3030,303020,30302010,5122,1
ASTIZ,40,4010,401010,40101015,6020,1
ASTSF,45,4530,453010,45301010,8734,1
ASTX.,45,4520,452050,45205010,3559,1
ASTX,35,3520,352010,35201010,2836,1
ASUR,45,4510,451030,45103010,7370,1
ASV.2,20,2020,202010,20201030,5190,1
ASV,20,2010,201060,20106010,3531,1
ASVI,20,2010,201060,20106010,3531,1
ASWX,45,4510,451030,45103010,7372,1
ASX,45,4530,453010,45301020,3674,1
ASX.P,15,1510,151040,15104030,1040,1
ASYC,45,4510,451030,45103010,7372,1
ASYS,45,4530,453010,45301010,3559,1
AT.2,50,5010,501020,50102010,4812,1
AT,55,5510,551050,55105010,4991,1
ATAC.1,20,2020,202010,20201070,4731,1
ATAX,40,4010,401020,40102010,6799,1
ATB,10,1010,101020,10102040,4400,1
ATBC,40,4010,401010,40101015,6020,1
ATCO,20,2030,203030,20303010,4412,1
ATCO.PH,15,1510,151040,15104020,1000,1
ATEC,35,3510,351010,35101010,3842,1
ATEN,45,4510,451030,45103020,3576,1
ATEX,50,5010,501010,50101010,4899,1
ATG.P,35,3510,351010,35101010,2836,1
ATGE,25,2530,253020,25302010,8200,1
ATH,40,4030,403010,40301020,6311,1
ATH.PA,40,4010,401010,40101010,6020,1
ATH.PB,40,4010,401010,40101010,6020,1
ATH.PC,40,4010,401010,40101010,6020,1
ATHE,35,3520,352010,35201010,2836,1
ATHL,10,1010,101020,10102020,1311,1
ATHM,50,5020,502030,50203010,7370,1
ATHN,35,3510,351030,35103010,7370,1
ATHR,45,4530,453010,45301020,3674,1
ATHX,35,3520,352010,35201010,2836,1
ATI,15,1510,151040,15104050,3350,1
ATIF,20,2020,202020,20202020,8742,1
ATKR,20,2010,201040,20104010,3640,1
ATL.1,40,4020,402030,40203010,6282,1
ATLC,40,4020,402020,40202010,6141,1
ATLO,40,4010,401010,40101015,6020,1
ATLRS,20,2010,201060,20106010,3714,1
ATLS.2,10,1010,101020,10102020,4922,1
ATMI.1,45,4530,453010,45301010,2810,1
ATML,45,4530,453010,45301020,3674,1
ATN.2,25,2520,252020,25202010,5130,1
ATN,10,1010,101020,10102020,1381,1
ATNI,50,5010,501010,50101020,4812,1
ATNM,35,3520,352010,35201010,2836,1
ATNX,35,3520,352010,35201010,2836,1
ATNY,20,2010,201010,20101010,3674,1
ATO,55,5510,551020,55102010,4924,1
ATOM,45,4530,453010,45301010,3674,1
ATON.,45,4520,452010,45201010,3576,1
ATOS,35,3520,352010,35201010,2834,1
ATPX,20,2010,201010,20101010,3460,1
ATR,15,1510,151030,15103010,3089,1
ATRA,35,3520,352010,35201010,2836,1
ATRC,35,3510,351010,35101010,3841,1
ATRI,35,3510,351010,35101020,3841,1
ATRO,20,2010,201010,20101010,3640,1
ATRS.,45,4510,451030,45103010,7372,1
ATRS,35,3510,351010,35101020,3841,1
ATRX.1,35,3520,352020,35202010,2834,1
ATSC,45,4510,451020,45102010,7373,1
ATSG,20,2030,203010,20301010,4512,1
ATSI,35,3510,351010,35101010,3842,1
ATSN,20,2010,201040,20104010,3679,1
ATTO,20,2020,202010,20201060,7374,1
ATTU,45,4510,451030,45103020,7372,1
ATUS,50,5020,502010,50201030,4841,1
ATV,25,2550,255020,25502020,5961,1
ATVI.1,45,4510,451030,45103030,7372,1
ATVI,50,5020,502020,50202020,7372,1
ATW,10,1010,101010,10101010,1381,1
ATX,25,2520,252030,25203010,3950,1
ATXI,35,3520,352020,35202010,2834,1
ATYT,45,4530,453010,45301020,3674,1
AU,15,1510,151040,15104030,1040,1
AUB,40,4010,401010,40101015,6020,1
AUBAP,40,4030,403010,40301050,6331,1
AUBN,40,4010,401010,40101015,6020,1
AUDC,45,4520,452010,45201020,3661,1
AUG,15,1510,151040,15104020,1000,1
AUGT,45,4530,453010,45301010,3825,1
AULT.,20,2010,201040,20104010,3679,1
AUMN,15,1510,151040,15104040,1040,1
AUO.P.,40,4010,401010,40101015,6020,1
AUO.T,20,2010,201010,20101010,3728,1
AUPH,35,3520,352010,35201010,2836,1
AUSA,35,3510,351020,35102015,7389,1
AUTCU,40,4010,401010,40101010,6020,1
AUTCW,40,4010,401010,40101010,6020,1
AUTH,45,4530,453010,45301020,3674,1
AUTL,35,3520,352010,35201010,2836,1
AUTO,50,5020,502030,50203010,7370,1
AUXL,35,3520,352020,35202010,2834,1
AUY,15,1510,151040,15104030,1040,1
AV.1,60,6010,601010,60101070,6798,1
AVA,55,5510,551030,55103010,4931,1
AVAL,40,4010,401010,40101010,6020,1
AVAN.1,35,3520,352010,35201010,2835,1
AVAV,20,2010,201010,20101010,3721,1
AVB,60,6010,601010,60101060,6798,1
AVCO,35,3510,351020,35102015,6512,1
AVCT.,45,4520,452010,45201020,3576,1
AVCT,45,4510,451020,45102030,7370,1
AVD,15,1510,151010,15101030,2870,1
AVDL,35,3520,352020,35202010,2834,1
AVDR,35,3510,351010,35101010,2834,1
AVE.2,35,3520,352020,35202010,2834,1
AVEO,35,3520,352010,35201010,2836,1
AVGN,35,3520,352010,35201010,2836,1
AVGO,45,4530,453010,45301020,3674,1
AVGR,35,3510,351010,35101010,3841,1
AVHI,25,2520,252010,25201030,1531,1
AVI.1,20,2030,203040,20304020,7510,1
AVID,45,4520,452020,45202030,3861,1
AVIR.,35,3520,352010,35201010,2836,1
AVIR,35,3520,352010,35201010,2836,1
AVIV,40,4040,404020,40402045,6798,1
AVL.1,20,2010,201010,20101010,5080,1
AVLR,45,4510,451030,45103010,7370,1
AVNR,35,3520,352020,35202010,2834,1
AVNS,35,3510,351010,35101020,3842,1
AVNT.,45,4510,451030,45103010,7372,1
AVNT,15,1510,151010,15101050,2821,1
AVNU,40,4010,401010,40101015,6020,1
AVNW,45,4520,452010,45201020,3663,1
AVNX,45,4520,452010,45201020,3661,1
AVOL,20,2010,201070,20107010,7359,1
AVP,30,3030,303020,30302010,2844,1
AVRO,35,3520,352010,35201010,2836,1
AVRT,20,2020,202010,20201040,7370,1
AVRX,35,3520,352010,35201010,2836,1
AVT,45,4520,452030,45203030,5065,1
AVTR,35,3520,352030,35203010,3826,1
AVU.1,45,4510,451030,45103010,7370,1
AVV,10,1010,101020,10102040,4923,1
AVX,45,4520,452030,45203015,3670,1
AVXL,35,3520,352010,35201010,2836,1
AVXS,35,3520,352010,35201010,2836,1
AVY,15,1510,151030,15103020,2670,1
AVYA,45,4510,451030,45103010,7372,1
AW,20,2020,202010,20201050,4953,1
AWAY.1,45,4510,451010,45101010,7370,1
AWE.2,50,5010,501020,50102010,4812,1
AWEB.,45,4510,451010,45101010,7370,1
AWGI.2,25,2530,253020,25302020,7200,1
AWH,35,3510,351010,35101010,2835,1
AWI,20,2010,201020,20102010,3290,1
AWK.1,55,5510,551040,55104010,4941,1
AWK,55,5510,551040,55104010,4941,1
AWR,55,5510,551040,55104010,4941,1
AWRE,45,4510,451030,45103010,7372,1
AWX,20,2020,202010,20201050,4955,1
AX,40,4010,401020,40102010,6035,1
AXAS,10,1010,101020,10102020,1311,1
AXC.WS,55,5510,551010,55101010,4911,1
AXCA,35,3520,352020,35202010,2834,1
AXDX,35,3510,351010,35101010,2835,1
AXE,45,4520,452030,45203030,5065,1
AXF.1,40,4020,402010,40201020,6211,1
AXG.WS,20,2010,201010,20101010,3721,1
AXGN,35,3510,351010,35101010,3842,1
AXGT,35,3520,352010,35201010,2836,1
AXL,25,2510,251010,25101010,3714,1
AXLA,35,3520,352010,35201010,2836,1
AXLL,15,1510,151010,15101010,2810,1
AXM,40,4040,404010,40401010,6798,1
AXN.2,10,1010,101020,10102020,1311,1
AXNT.,45,4510,451030,45103010,7372,1
AXNX,35,3510,351010,35101010,3845,1
AXP,40,4020,402020,40202010,6141,1
AXPH,35,3520,352020,35202010,2834,1
AXR,20,2020,202010,20201070,6552,1
AXS,40,4030,403010,40301040,6331,1
AXSM,35,3520,352020,35202010,2836,1
AXTA,15,1510,151010,15101050,2851,1
AXTI,45,4530,453010,45301010,3674,1
AXU,20,2020,202010,20201050,4950,1
AXYS,20,2010,201010,20101010,3640,1
AXYX,35,3520,352010,35201010,2834,1
AY,55,5510,551050,55105020,4991,1
AYE,55,5510,551010,55101010,4911,1
AYI,20,2010,201040,20104010,3640,1
AYLA,35,3520,352010,35201010,2836,1
AYR,20,2010,201070,20107010,7359,1
AYS.,20,2020,202010,20201040,7363,1
AYTU,35,3520,352020,35202010,2836,1
AYX,45,4510,451030,45103010,7370,1
AZA.1,35,3520,352020,35202010,2834,1
AZC,15,1510,151040,15104020,1000,1
AZEK,20,2010,201020,20102010,2430,1
AZK,15,1510,151040,15104030,1040,1
AZN,35,3520,352020,35202010,2834,1
AZO,25,2550,255040,25504050,5531,1
AZPN,45,4510,451030,45103010,7372,1
AZR.1,25,2530,253010,25301010,7990,1
AZRE,55,5510,551050,55105020,4911,1
AZRX,35,3520,352010,35201010,2836,1
AZS,15,1510,151040,15104030,1040,1
AZUL,20,2030,203020,20302010,4512,1
AZX,55,5510,551040,55104010,4941,1
AZZ,20,2010,201040,20104020,3640,1
B,20,2010,201060,20106020,3490,1
BA,20,2010,201010,20101010,3721,1
BAA,15,1510,151040,15104030,1040,1
BAA.WS,60,6010,601010,60101070,6798,1
BAANF,45,4510,451030,45103010,7372,1
BABA,25,2550,255020,25502020,7370,1
BAC,40,4010,401010,40101010,6020,1
BAC.PB.1,40,4010,401010,40101015,6020,1
BAC.PC.1,60,6010,601010,60101040,6798,1
BAC.PD,40,4020,402040,40204010,6798,1
BAC.PE,40,4020,402040,40204010,6798,1
BAC.PI,10,1010,101020,10102040,4412,1
BAC.PJ,10,1010,101020,10102040,4412,1
BAC.PL,45,4510,451020,45102020,7374,1
BAC.PN,40,4020,402040,40204010,6798,1
BAC.PY.1,55,5510,551010,55101010,4911,1
BAC.PZ,60,6010,601010,60101020,6798,1
BAE,20,2010,201010,20101010,3812,1
BAGL,25,2530,253010,25301040,5812,1
BAH,45,4510,451020,45102010,7370,1
BAK,15,1510,151010,15101010,2860,1
BAL.2,35,3510,351020,35102020,8300,1
BALT,20,2030,203030,20303010,4412,1
BAM,40,4020,402030,40203010,6200,1
BAMM,25,2550,255040,25504040,5940,1
BANC.1,35,3520,352010,35201010,2836,1
BANC,40,4010,401010,40101015,6020,1
BAND,50,5010,501010,50101010,7370,1
BANF,40,4010,401010,40101015,6020,1
BANFP,60,6010,601010,60101070,6798,1
BANR,40,4010,401010,40101015,6020,1
BANX,40,4020,402030,40203010,6799,1
BAP,40,4010,401010,40101010,6020,1
BARE,30,3030,303020,30302010,2844,1
BARI,40,4010,401010,40101015,6020,1
BARR,45,4520,452030,45203010,3829,1
BARZ.,45,4510,451030,45103010,7370,1
BAS.1,35,3520,352010,35201010,2836,1
BASI,35,3520,352030,35203010,8731,1
BATL,10,1010,101020,10102020,1311,1
BATRA,10,1010,101020,10102040,4412,1
BATRK,50,5020,502020,50202010,7900,1
BAU,35,3510,351010,35101020,3851,1
BAX,35,3510,351010,35101010,2834,1
BAXS.,35,3510,351010,35101010,3826,1
BAYB,40,4010,401010,40101010,6020,1
BB,45,4510,451030,45103020,7372,1
BBAR,40,4010,401010,40101010,6020,1
BBBB,45,4510,451030,45103010,7372,1
BBBY,25,2550,255040,25504060,5700,1
BBC.1,35,3510,351020,35102010,5122,1
BBCP,20,2010,201030,20103010,1700,1
BBD,40,4010,401010,40101010,6020,1
BBDA.,40,4010,401010,40101010,6020,1
BBDC,40,4020,402030,40203010,6797,1
BBGI,50,5020,502010,50201020,4832,1
BBI,35,3520,352010,35201010,2834,1
BBIO,35,3520,352010,35201010,2836,1
BBN,25,2510,251020,25102010,3711,1
BBND,45,4520,452010,45201020,7373,1
BBNK,40,4010,401010,40101015,6020,1
BBOX,45,4520,452010,45201020,7370,1
BBQ,25,2530,253010,25301040,5812,1
BBR.,20,2010,201030,20103010,3448,1
BBRC.1,45,4520,452050,45205020,3674,1
BBRG,25,2530,253010,25301040,5812,1
BBSI,20,2020,202020,20202010,7363,1
BBSW,45,4510,451030,45103010,7372,1
BBT.PA,25,2550,255040,25504040,5945,1
BBU,20,2010,201030,20103010,5172,1
BBV.PB,35,3520,352010,35201010,2836,1
BBVA,40,4010,401010,40101010,6020,1
BBW,25,2550,255040,25504040,5945,1
BBX.2,40,4020,402010,40201030,6035,1
BBX,25,2530,253010,25301020,6035,1
BBY,25,2550,255040,25504020,5731,1
BC,25,2520,252020,25202010,3510,1
BCBP,40,4010,401010,40101015,6020,1
BCC,15,1510,151050,15105010,5031,1
BCDA,35,3520,352010,35201010,2836,1
BCDAW,40,4020,402030,40203010,6797,1
BCDS.1,45,4530,453010,45301020,3674,1
BCE,50,5010,501010,50101020,4813,1
BCEI,10,1010,101020,10102020,1311,1
BCEL,35,3520,352010,35201010,2836,1
BCF,40,4020,402030,40203010,6726,1
BCGI,50,5010,501020,50102010,4812,1
BCH,40,4010,401010,40101010,6020,1
BCHE.,35,3520,352010,35201010,2835,1
BCII.1,35,3520,352020,35202010,2834,1
BCL.2,40,4020,402010,40201010,6159,1
BCLI,35,3520,352010,35201010,2836,1
BCML,40,4010,401010,40101015,6020,1
BCO,20,2020,202010,20201080,7381,1
BCOR.,35,3520,352030,35203010,3826,1
BCOR,40,4020,402030,40203010,6211,1
BCOV,45,4510,451020,45102030,7370,1
BCOW,40,4010,401020,40102010,6035,1
BCPC,15,1510,151010,15101050,2834,1
BCR,35,3510,351010,35101010,3841,1
BCRX,35,3520,352010,35201010,2836,1
BCS,40,4010,401010,40101010,6020,1
BCS.P,30,3030,303020,30302010,5122,1
BCS.PA,60,6010,601010,60101060,6798,1
BCS.PC,60,6010,601010,60101060,6798,1
BCSB,40,4010,401020,40102010,6020,1
BCSF,40,4020,402030,40203010,6797,1
BCSI,45,4520,452010,45201020,7370,1
BCYC,35,3520,352010,35201010,2836,1
BDAY,25,2550,255020,25502020,5961,1
BDBD,30,3020,302020,30202030,2090,1
BDC,45,4520,452030,45203015,3670,1
BDC.PB,60,6010,601010,60101040,6798,1
BDCO.1,10,1010,101020,10102040,4922,1
BDE.,10,1010,101020,10102020,1311,1
BDG.2,25,2510,251010,25101020,3011,1
BDGE,40,4010,401010,40101015,6020,1
BDK,25,2520,252010,25201040,3540,1
BDL,25,2530,253010,25301040,5812,1
BDM.,40,4020,402040,40204010,6798,1
BDN,60,6010,601010,60101040,6798,1
BDN.PE,40,4040,404030,40403010,6500,1
BDR,45,4520,452010,45201020,3663,1
BDS,25,2530,253010,25301020,6531,1
BDSI,35,3520,352020,35202010,2834,1
BDTX,35,3520,352010,35201010,2836,1
BDX,35,3510,351010,35101010,3841,1
BDY.1,35,3510,351020,35102010,5122,1
BDY,35,3520,352020,35202010,2834,1
BE,20,2010,201040,20104020,3621,1
BEAM.1,35,3510,351010,35101010,3845,1
BEAM.2,30,3020,302010,30201020,2085,1
BEAM,35,3520,352010,35201010,2836,1
BEAM.PA,15,1510,151040,15104050,3312,1
BEAR,25,2520,252020,25202010,3942,1
BEAS,45,4510,451030,45103010,7372,1
BEAT,35,3510,351020,35102015,8090,1
BEAV,20,2010,201010,20101010,2531,1
BEC,35,3510,351010,35101010,3826,1
