name,CSDCCCode,SecId,PerformanceId,MasterPortfolioId,ISIN,obsoletedate,obsoletetype
MANULIFE TEDA QiHui Alloc A,4003,F00000YIVN,0P00019QPT,,,23/6/2018,Liquidated
MANULIFE TEDA QiHui Alloc C,4004,F00000YIVO,0P00019QPU,,,23/6/2018,Liquidated
China Merchant ZhaoQing Pure Bd A,3369,F00000XVXD,0P00018UBX,,,22/6/2018,Liquidated
China Merchant ZhaoQing Pure Bd C,3370,F00000XVXE,0P00018UBY,,,22/6/2018,Liquidated
Great Wall Jiuxin Guaranteed Fund,649,F00000TPAD,0P00013DXI,,,22/6/2018,Liquidated
MANULIFE TEDA QiDi Alloc A,3914,F00000YIVP,0P00019QPV,,,22/6/2018,Liquidated
MANULIFE TEDA QiDi Alloc C,3915,F00000YIVQ,0P00019QPW,,,22/6/2018,Liquidated
MANULIFE TEDA QiMing Alloc A,3918,F00000YIVR,0P00019QPX,,,22/6/2018,Liquidated
MANULIFE TEDA QiMing Alloc C,3919,F00000YIVS,0P00019QPY,,,22/6/2018,Liquidated
CITIC Prudential ZhiXin Alloc A,3215,F00000XRU8,0P00018PZL,,,21/6/2018,Liquidated
CITIC Prudential ZhiXin Alloc C,3216,F00000XRU9,0P00018PZM,,,21/6/2018,Liquidated
CMF AnYu Guaranteed Bal Fd A,2657,F00000XA7Y,0P000183VE,,,21/6/2018,Liquidated
CMF AnYu Guaranteed Bal Fd C,2658,F00000XA7Z,0P000183VF,,,21/6/2018,Liquidated
GF Service Selected mix,2623,F00000XP47,0P00018MQB,,,21/6/2018,Liquidated
Orient Growth Mid&Sm Cap Mix Open Ended,400015,F00000NC8Y,0P0000UNXJ,,,21/6/2018,Liquidated
Tebon HongLi MMF A,4515,F00000YRJS,0P0001A2RF,,,21/6/2018,Liquidated
Tebon HongLi MMF B,4516,F00000YRJT,0P0001A2RG,,,21/6/2018,Liquidated
BOCOM Schroders Ronghe Grt mix,519753,F00000VU04,0P000162AZ,,,19/6/2018,Liquidated
ChangSheng ShengTeng Alloc A,3596,F00000YBR9,0P00019GVD,,,19/6/2018,Liquidated
ChangSheng ShengTeng Alloc C,3597,F00000YBRA,0P00019GVE,,,19/6/2018,Liquidated
JT JiuWen Guaranteed Bal Fd A,2453,F00000WYV8,0P00017MAQ,,,19/6/2018,Liquidated
JT JiuWen Guaranteed Bal Fd C,2454,F00000WYV9,0P00017MAR,,,19/6/2018,Liquidated
CCB Principal AnXin N7 Bal,2585,F00000X6P6,0P00017ZBC,,,15/6/2018,Liquidated
Guotai RunXiang Pure Bd,4665,F00000ZORC,0P0001BW1S,,,15/6/2018,Liquidated
Bosera New Wealth mix A,1429,F00000VXOK,0P00016754,,,14/6/2018,Liquidated
Bosera New Wealth mix C,4289,F00000YFZ9,0P00019MHQ,,,14/6/2018,Liquidated
Guotai JingYi Flxbl Alloc A,3694,F00000Y7H4,0P0001997K,,,13/6/2018,Liquidated
Guotai JingYi Flxbl Alloc C,3695,F00000Y7H5,0P0001997L,,,13/6/2018,Liquidated
CITIC Prudential Theme Wheel Alloc,2944,F00000XZIK,0P00018ZTB,,,12/6/2018,Liquidated
CITIC Prudential ZhiSheng Alloc A,4110,F00000Z041,0P0001AJYE,,,12/6/2018,Liquidated
CITIC Prudential ZhiSheng Alloc C,4111,F00000Z042,0P0001AJYF,,,12/6/2018,Liquidated
Hongta ShengLong Guarated Bal Fd A,2717,F00000X9G2,0P000182ZK,,,12/6/2018,Liquidated
Hongta ShengLong Guarated Bal Fd C,2718,F00000X9G3,0P000182ZL,,,12/6/2018,Liquidated
Orient Secs Pure Bond,1906,F00000WF3S,0P00016UI6,,,8/6/2018,Liquidated
Bosera BaoFeng Guarted Fd A,2856,F00000XAI6,0P00018474,,,7/6/2018,Liquidated
Bosera BaoFeng Guarted Fd C,2857,F00000XAI7,0P00018475,,,7/6/2018,Liquidated
Citic Prudential HuiBao Bond A,467,F00000X0UG,0P00017ONW,,,6/6/2018,Liquidated
Citic Prudential HuiBao Bond B,479,F00000X0UH,0P00017ONX,,,6/6/2018,Liquidated
China Southern Fenghe Gtd mix,327,F00000VSAX,0P00016071,,,5/6/2018,Liquidated
HuaAn New Chance Principal Gtd Bal,1282,F00000VQVZ,0P00015XQR,,,5/6/2018,Liquidated
MinSheng XinTai Pure Bd A,4541,F00000Z043,0P0001AJYG,,,5/6/2018,Liquidated
MinSheng XinTai Pure Bd C,4542,F00000Z044,0P0001AJYH,,,5/6/2018,Liquidated
Zhonghai Hexin Flexible Alloc Fd,1005,F00000V8Y2,0P0001597Z,,,5/6/2018,Liquidated
Bosera YingHai Pure Bd,4624,F00000YY3F,0P0001AGHD,,,2/6/2018,Liquidated
CCB Principal RuiYuan Pure Bd,3844,F00000YY3H,0P0001AGHF,,,1/6/2018,Liquidated
Golden Eagle Yuanhe Princ Gtd Bal A,2681,F00000X47N,0P00017ULO,,,1/6/2018,Liquidated
Golden Eagle Yuanhe Princ Gtd Bal C,2682,F00000X47U,0P00017ULV,,,1/6/2018,Liquidated
Huashang No.1 Grt mix,2596,F00000X3PE,0P00017TTF,,,1/6/2018,Liquidated
CMF ZhaoHong Pure Bond Fd A,3576,F00000YJ1P,0P00019R1O,,,31/5/2018,Liquidated
CMF ZhaoHong Pure Bond Fd C,3577,F00000YJ1Q,0P00019R1P,,,31/5/2018,Liquidated
QianHai Alliance TianXin Bd A,3471,F00000XSUM,0P00018R1J,,,31/5/2018,Liquidated
QianHai Alliance TianXin Bd C,3472,F00000XSUN,0P00018R1K,,,31/5/2018,Liquidated
Wanjia Fengyi SSE 50 Index Enhance A,5319,F00000ZYBE,0P0001CH60,,,31/5/2018,Liquidated
Wanjia Fengyi SSE 50 Index Enhance C,5320,F00000ZYBF,0P0001CH61,,,31/5/2018,Liquidated
DaCheng Jingyu Alloc A,1517,F00000VY0T,0P000167S1,,,30/5/2018,Liquidated
DaCheng Jingyu Alloc C,2375,F00000WR99,0P00017AMN,,,30/5/2018,Liquidated
Guotai JiaYi Alloc A,3756,F00000YGLG,0P00019NHK,,,30/5/2018,Liquidated
Guotai JiaYi Alloc C,3757,F00000YGLH,0P00019NHL,,,30/5/2018,Liquidated
CIB Juyou Flxbl Alloc,1321,F00000VSL0,0P000160P2,,,29/5/2018,Liquidated
MinSheng XinHong Bd,4184,F00000YZ0O,0P0001AHRE,,,29/5/2018,Liquidated
ChinaAMC New JinTai Alloc A,2835,F00000XM28,0P00018J2M,,,28/5/2018,Liquidated
ChinaAMC New JinTai Alloc C,2836,F00000XM29,0P00018J2N,,,28/5/2018,Liquidated
CMF AnBao Guaranteed Bal Fd A,2628,F00000X5Y3,0P00017XP0,,,28/5/2018,Liquidated
CMF AnBao Guaranteed Bal Fd C,2629,F00000X5Y4,0P00017XP1,,,28/5/2018,Liquidated
DaCheng JingRong Gurted Mix A,2644,F00000X4PW,0P00017V9N,,,28/5/2018,Liquidated
DaCheng JingRong Gurted Mix C,2645,F00000X4PX,0P00017V9O,,,28/5/2018,Liquidated
China Fund WenYi Pricial Guartd Fd,2640,F00000X3WP,0P00017U0X,,,25/5/2018,Liquidated
Guotai RuiYi Alloc A,4622,F00000ZN06,0P0001BTZD,,,25/5/2018,Liquidated
Guotai RuiYi Alloc C,4623,F00000ZN07,0P0001BTZE,,,25/5/2018,Liquidated
Penghua New Silu Index,502026,F00000VZD5,0P000169IB,,,25/5/2018,Liquidated
Penghua New Silu Index A,502027,F00000VZD6,0P000169IC,,,25/5/2018,Liquidated
Penghua New Silu Index B,502028,F00000VZD7,0P000169ID,,,25/5/2018,Liquidated
Huaan An yi Principal Grt Bal,1905,F00000WG8H,0P00016W02,,,24/5/2018,Liquidated
ChinaAMC New JinLue Alloc A,3964,F00000YEKF,0P00019KQ0,,,23/5/2018,Liquidated
ChinaAMC New JinLue Alloc C,3965,F00000YEKG,0P00019KQ1,,,23/5/2018,Liquidated
UBS SDIC Global Bond Fd QDII-FOF CNH,2467,F00000WWXS,0P00017JTZ,,,22/5/2018,Liquidated
UBS SDIC Global Bond Fd QDII-FOF USD,2468,F00000WWXU,0P00017JU1,,,22/5/2018,Liquidated
FuAnDa ChangYin Guaranteed Bal,2584,F00000X1MP,0P00017PZB,,,19/5/2018,Liquidated
Truvalue XinAn Guaranteed Bal Fd A,2565,F00000X33K,0P00017SVW,,,19/5/2018,Liquidated
Truvalue XinAn Guaranteed Bal Fd C,2566,F00000X33L,0P00017SVX,,,19/5/2018,Liquidated
Bosera GuangLi Pure Bd,4334,F00000YHRN,0P00019P4A,,,18/5/2018,Liquidated
ChangSheng Pure Bond Fund A,50,F00000PJWM,0P0000Y3WT,,,18/5/2018,Liquidated
ChangSheng Pure Bond Fund C,52,F00000PJWN,0P0000Y3WU,,,18/5/2018,Liquidated
TianHong XiLi Flxble Alloc Fd,1483,F00000Y4VD,0P000195VD,,,18/5/2018,Liquidated
BOCOM Schroders YuXing Pure Bond A,519774,F00000XNWJ,0P00018L7U,,,17/5/2018,Liquidated
BOCOM Schroders YuXing Pure Bond C,519775,F00000XNWK,0P00018L7V,,,17/5/2018,Liquidated
Penghua Hongrui mix A,1492,F00000VXUC,0P000167L1,,,17/5/2018,Liquidated
Penghua Hongrui mix C,1493,F00000VXUD,0P000167L2,,,17/5/2018,Liquidated
CMF FengCheng Flexible Alloc Fd A,4094,F00000YE0K,0P00019K26,,,16/5/2018,Liquidated
CMF FengCheng Flexible Alloc Fd C,4095,F00000YE0L,0P00019K27,,,16/5/2018,Liquidated
CMF FengJia Flex Alloc A,2538,F00000XL8B,0P00018HWX,,,16/5/2018,Liquidated
CMF FengJia Flex Alloc C,2539,F00000XL8C,0P00018HWY,,,16/5/2018,Liquidated
CMF FengYuan Flex Alloc A,2626,F00000XMNO,0P00018JRQ,,,16/5/2018,Liquidated
CMF FengYuan Flex Alloc C,2627,F00000XMNP,0P00018JRR,,,16/5/2018,Liquidated
GTJA Allian XinYue Flexible Alloc Fd A,2368,F00000WRPG,0P00017B3E,,,16/5/2018,Liquidated
GTJA Allian XinYue Flexible Alloc Fd C,2369,F00000WRPH,0P00017B3F,,,16/5/2018,Liquidated
GuoTai Credit Bond Fund A,20027,F00000OHVQ,0P0000WEJX,,,16/5/2018,Liquidated
GuoTai Credit Bond Fund C,20028,F00000OHVR,0P0000WEJY,,,16/5/2018,Liquidated
Guotai ZongYi Alloc A,3945,F00000YGLE,0P00019NHI,,,16/5/2018,Liquidated
Guotai ZongYi Alloc C,3946,F00000YGLF,0P00019NHJ,,,16/5/2018,Liquidated
Lord TianXi Bd,3101,F00000XJLB,0P00018EXX,,,16/5/2018,Liquidated
Zhongrong New Advantage Alloc A,1389,F00000W8A7,0P00016L1Z,,,14/5/2018,Liquidated
Zhongrong New Advantage Alloc C,1390,F00000W8A8,0P00016L20,,,14/5/2018,Liquidated
Shanxi Guaranteed Bal A,2589,F00000X1MI,0P00017PZ4,,,12/5/2018,Liquidated
Shanxi Guaranteed Bal C,2590,F00000X1MJ,0P00017PZ5,,,12/5/2018,Liquidated
Guotai ZeYi Alloc A,3943,F00000Y7X0,0P000199RU,,,11/5/2018,Liquidated
Guotai ZeYi Alloc C,3944,F00000Y7X1,0P000199RH,,,11/5/2018,Liquidated
HFT DongCai Lre dta Flle Alc Fd,519132,F00000WPWX,0P0001785O,,,11/5/2018,Liquidated
First State Cinda Xinhe Bd,4835,F00000ZTLH,0P0001CB8K,,,10/5/2018,Liquidated
Lion HeXin Guaranteed Bal Fd,2560,F00000X13Z,0P00017OXX,,,10/5/2018,Liquidated
CCB Principal AnXin N6 Bal,2573,F00000X15H,0P00017OZP,,,9/5/2018,Liquidated
GTJA Allianz XinSheng mix A,3772,F00000Y6DG,0P000197W0,,,9/5/2018,Liquidated
GTJA Allianz XinSheng mix C,3773,F00000Y6DH,0P000197W1,,,9/5/2018,Liquidated
China Fund RuiKang Alloc A,4268,F00000YIW8,0P00019QQE,,,8/5/2018,Liquidated
China Fund RuiKang Alloc C,4269,F00000YIW9,0P00019QQF,,,8/5/2018,Liquidated
Wanjia XinTong Pure Fd A,3522,F00000Y5KS,0P000196SL,,,8/5/2018,Liquidated
Wanjia XinTong Pure Fd C,3523,F00000Y5KT,0P000196SM,,,8/5/2018,Liquidated
Penghua PuTai Bond,3892,F00000Y7CN,0P0001992P,,,7/5/2018,Liquidated
ICBCCS SZSE Component Index Fd(LOF),164823,F00000ZDQI,0P0001BH0G,,,5/5/2018,Liquidated
ICBCCS HengTai Pure Bond,3705,F00000Y4II,0P000195GZ,,,4/5/2018,Liquidated
ChangSheng ShengTong Pure Bd A,4528,F00000YY8S,0P0001AGQJ,,,3/5/2018,Liquidated
ChangSheng ShengTong Pure Bd C,4529,F00000YY8T,0P0001AGQK,,,3/5/2018,Liquidated
CITIC Dingtai Mul-Str Flex Alloc (LOF),165532,F00001001C,0P0001CJZA,,,3/5/2018,Liquidated
Morgan Stanley HX RuiCheng Large-cap Eq,3311,F00000YKDU,0P00019SU2,,,3/5/2018,Liquidated
XinYuan Xingli Bd,2265,F00000WPWN,0P0001785E,,,3/5/2018,Liquidated
CITIC-Prudential Seasonly Period Paid Bd,260,F00000QA5F,0P0000ZABQ,,,27/4/2018,Liquidated
CCB Principal XinSheng Return Flxbl,1700,F00000X9G4,0P000182ZM,,,26/4/2018,Liquidated
China Southern Chinabond M/T Notes Idx A,22,F00000PPUW,0P0000YC62,,,26/4/2018,Liquidated
China Southern Chinabond M/T Notes Idx C,23,F00000PPUX,0P0000YC63,,,26/4/2018,Liquidated
Guotai CSI GuoQi Reform Index (LOF),501020,F00000YN8Y,0P00019W65,,,26/4/2018,Liquidated
Min Sheng Royal XinYing Bond A,3048,F00000XIFB,0P00018DDY,,,25/4/2018,Liquidated
Min Sheng Royal XinYing Bond C,3049,F00000XIFC,0P00018DDZ,,,25/4/2018,Liquidated
MinSheng XinLi Pure Bd,4467,F00000Z045,0P0001AJYI,,,25/4/2018,Liquidated
Changxin CSI OBOR Theme Index,502016,F00000VZCY,0P000169I4,,,24/4/2018,Liquidated
Changxin CSI OBOR Theme Index A,502017,F00000VZCZ,0P000169I5,,,24/4/2018,Liquidated
Changxin CSI OBOR Theme Index B,502018,F00000VZD0,0P000169I6,,,24/4/2018,Liquidated
IGW SSE 180Eql Wt ETF Fdr,263001,F00000O6JL,0P0000VYEI,,,23/4/2018,Liquidated
TianHong TianYi Alloc,4595,F00000YWDH,0P0001ACU1,,,21/4/2018,Liquidated
Bosera XinHe Alloc A,5191,F00000ZGNM,0P0001BKQB,,,19/4/2018,Liquidated
Bosera XinHe Alloc C,5192,F00000ZGNN,0P0001BKQC,,,19/4/2018,Liquidated
Golden Eagle TianHui Pure Bd,3853,F00000YM8C,0P00019UXP,,,18/4/2018,Liquidated
Orient ZhenXin Bond A,2896,F00000XBQC,0P000185M5,,,18/4/2018,Liquidated
Orient ZhenXin Bond C,2897,F00000XBQE,0P000185M7,,,18/4/2018,Liquidated
Orient ZhenYui Pure Bd A,4363,F00000YM2L,0P00019UPT,,,18/4/2018,Liquidated
Orient ZhenYui Pure Bd C,4364,F00000YM2M,0P00019UPU,,,18/4/2018,Liquidated
ICBCCS Ruizhi SZSE 100 Idx Classifi Fd A,150112,F00000OQSB,0P0000WW1Q,,,17/4/2018,Liquidated
ICBCCS Ruizhi SZSE 100 Idx Classifi Fd B,150113,F00000OQSC,0P0000WW1R,,,17/4/2018,Liquidated
ICBCCS Ruizhi SZSE 100 Idx Classifi Fund,164811,F00000OQSA,0P0000WW1P,,,17/4/2018,Liquidated
WanJia RuiLong Flex Alloc,3751,F00000Y5RI,0P00019759,,,17/4/2018,Liquidated
Golden Eagle XinFu Alloc A,4040,F00000YZ0F,0P0001AHR5,,,13/4/2018,Liquidated
Golden Eagle XinFu Alloc C,4041,F00000YZ0G,0P0001AHR6,,,13/4/2018,Liquidated
Guotai FuYi Alloc Fd,1813,F00000XWZW,0P00018W2M,,,13/4/2018,Liquidated
KBC-GOLDSTATE Anhe Pure Bd,3829,F00000ZVKM,0P0001CDPD,,,13/4/2018,Liquidated
KBC-GOLDSTATE Anyu Pure Bd,3790,F00000ZVKL,0P0001CDPC,,,13/4/2018,Liquidated
CCB Principal CSI Str Fin 5-8Y In (LOF),501103,F00000YY3G,0P0001AGHE,,,12/4/2018,Liquidated
CCB Principal PF 3-5 Trs Bd Idx(LOF),501102,F00000YX0W,0P0001AELJ,,,12/4/2018,Liquidated
CMF FengDa Flex Alloc A,2516,F00000XMNM,0P00018JRO,,,12/4/2018,Liquidated
CMF FengDa Flex Alloc C,2517,F00000XMNN,0P00018JRP,,,12/4/2018,Liquidated
CMF FengLe Flex Alloc A,2821,F00000XMX6,0P00018K1G,,,12/4/2018,Liquidated
CMF FengLe Flex Alloc C,2822,F00000XMX7,0P00018K1H,,,12/4/2018,Liquidated
CMF FengRui Flex Alloc A,2575,F00000XMNK,0P00018JRM,,,12/4/2018,Liquidated
CMF FengRui Flex Alloc C,2576,F00000XMNL,0P00018JRN,,,12/4/2018,Liquidated
CMF FengXiang Flexible Alloc Fd A,1841,F00000WJ0F,0P0001706R,,,12/4/2018,Liquidated
CMF FengXiang Flexible Alloc Fd C,1840,F00000WJ0G,0P0001706S,,,12/4/2018,Liquidated
Rongtong TongShang Alloc A,3250,F00000XWVS,0P00018VUC,,,12/4/2018,Liquidated
Rongtong TongShang Alloc C,3251,F00000XWVT,0P00018VUD,,,12/4/2018,Liquidated
Bosera BaoZe Guarted Fd A,2530,F00000WYPX,0P00017M4J,,,10/4/2018,Liquidated
Bosera BaoZe Guarted Fd C,2531,F00000WYPY,0P00017M4K,,,10/4/2018,Liquidated
New China HuaRong Alloc,3736,F00000YVT0,0P0001AC35,,,10/4/2018,Liquidated
Orient RongJia Guaranteed Fd,2480,F00000WXNU,0P00017KT4,,,10/4/2018,Liquidated
CMF ZhaoHui Pure Bond Fd A,3442,F00000Y7H8,0P0001997O,,,5/4/2018,Liquidated
CMF ZhaoHui Pure Bond Fd C,3443,F00000Y7H9,0P0001997P,,,5/4/2018,Liquidated
UBS SDIC RuiDa Flex Alloc,3158,F00000XM4Q,0P00018J5N,,,5/4/2018,Liquidated
QHKY HengYuan Gtd Bal,2407,F00000WWXN,0P00017JTU,,,4/4/2018,Liquidated
CCB Principal XinRui Mix,3830,F00000Y7CO,0P0001992Q,,,3/4/2018,Liquidated
FTS HengTong Pure Bd,4395,F00000YK17,0P00019SGF,,,2/4/2018,Liquidated
Bosera Industry Bd Pure Bond A,1055,F00000VC37,0P00015D3J,,,30/3/2018,Liquidated
Bosera Industry Bd Pure Bond C,1971,F00000WIMJ,0P00016ZMD,,,30/3/2018,Liquidated
Bosera FengDa Pure Bond,3651,F00000XYPZ,0P00018YGH,,,29/3/2018,Liquidated
Guotai RuiXin Balanced Alloc,2203,F00000YK19,0P00019SGH,,,29/3/2018,Liquidated
CMF ZhaoQian Pure Bd A,3269,F00000XXS0,0P00018X68,,,28/3/2018,Liquidated
CMF ZhaoQian Pure Bd C,3270,F00000XXS1,0P00018X69,,,28/3/2018,Liquidated
CMF ZhaoXin Pure Bd A,3450,F00000YN0V,0P00019VTU,,,28/3/2018,Liquidated
CMF ZhaoXin Pure Bd C,3451,F00000YN0W,0P00019VTV,,,28/3/2018,Liquidated
Golden Eagle TianRun Pure Bond,4045,F00000YI3C,0P00019PRB,,,28/3/2018,Liquidated
Zhongjia XinAn Guaranteed Balance Fd,2440,F00000WWGM,0P00017J8S,,,28/3/2018,Liquidated
Penghua FengXi Bd,4591,F00000YVT2,0P0001AC37,,,27/3/2018,Liquidated
Bosera YuTong Pure Bond A,2716,F00000X50R,0P00017VYO,,,26/3/2018,Liquidated
Bosera YuTong Pure Bond C,2812,F00000XHZI,0P00018CTI,,,26/3/2018,Liquidated
China Fund Ruitai Alloc A,3974,F00000YETJ,0P00019L2H,,,24/3/2018,Liquidated
China Fund Ruitai Alloc C,3975,F00000YETK,0P00019L2I,,,24/3/2018,Liquidated
CITIC-Prudential Classical Exce-Bd Bd A,550006,F000002SMG,0P0000K0Q4,,,23/3/2018,Liquidated
CITIC-Prudential Classical Exce-Bd Bd B,550007,F000002SMH,0P0000K0Q5,,,23/3/2018,Liquidated
Huafu Wangcai Guaranteed Bal Fd,1034,F00000VDND,0P00015F4W,,,23/3/2018,Liquidated
GF XinHui Flex Alloc,2128,F00000Y4IO,0P000195H5,,,21/3/2018,Liquidated
ICBCCS HengFeng Pure Bond,3551,F00000XX5U,0P00018WDM,,,21/3/2018,Liquidated
GTJA Allianz AnWen Guaranteed Bal Fd,2367,F00000WV4K,0P00017HHX,,,20/3/2018,Liquidated
Guotai XinYi Alloc A,3941,F00000Y8AL,0P00019AIJ,,,20/3/2018,Liquidated
Guotai XinYi Alloc C,3942,F00000Y8AM,0P00019AIK,,,20/3/2018,Liquidated
Essence AnYing Guaranteed Bal Fd A,2308,F00000WTH0,0P00017EEQ,,,19/3/2018,Liquidated
Essence AnYing Guaranteed Bal Fd C,5380,F00000ZTAT,0P0001CAXP,,,19/3/2018,Liquidated
YinHua YongTai Positive Bond Fund A,180029,F00000NDJF,0P0000UQV8,,,17/3/2018,Liquidated
YinHua YongTai Positive Bond Fund C,180030,F00000NDJG,0P0000UQV9,,,17/3/2018,Liquidated
GTJA Allianz Xinfu mix A,1221,F00000VQVX,0P00015XQP,,,16/3/2018,Liquidated
GTJA Allianz Xinfu mix C,2187,F00000WL4H,0P000172N1,,,16/3/2018,Liquidated
MANULIFE TEDA CN Sec Wealth Lge-Cap Id C,3548,F00000YI3F,0P00019PRE,,,16/3/2018,Liquidated
MANULIFE TEDA CN Sec Wealth Lge-Cap Ix A,162213,F00000GXDT,0P0000ND5C,,,16/3/2018,Liquidated
Ping An-UOB Qut Alloc A,3959,F00000YDIR,0P00019JI3,,,16/3/2018,Liquidated
Ping An-UOB Qut Alloc C,3960,F00000YDIS,0P00019JI4,,,16/3/2018,Liquidated
UBS SDIC New Value Flxbl Alloc Fd,1169,F00000VNGW,0P00015RPK,,,16/3/2018,Liquidated
ChinaAMC DingShi Bd A,4054,F00000YNY9,0P00019X3U,,,15/3/2018,Liquidated
ChinaAMC DingShi Bd C,4055,F00000YNYA,0P00019X3V,,,15/3/2018,Liquidated
CMF FengYu Flexible Alloc Fd A,1501,F00000WJ0D,0P0001706P,,,15/3/2018,Liquidated
CMF FengYu Flexible Alloc Fd C,1502,F00000WJ0E,0P0001706Q,,,15/3/2018,Liquidated
Zhong Ou Junying Money Market Fund A,1787,F00000WOGM,0P000176FP,,,15/3/2018,Liquidated
Zhong Ou Junying Money Market Fund B,1788,F00000WOGN,0P000176FQ,,,15/3/2018,Liquidated
MinSheng XinShun Bd C,4563,F00000YU66,0P0001A998,,,14/3/2018,Liquidated
Rongtong TongYu Bd,2869,F00000XXRQ,0P00018X5Y,,,14/3/2018,Liquidated
Beixin Ruifeng HongSheng Alloc,4830,F00000Z66S,0P0001B7FC,,,12/3/2018,Liquidated
Lord TianLi Alloc,4633,F00000YXRI,0P0001AFJY,,,12/3/2018,Liquidated
UBS SDIC RuiXiang Grt mix,2358,F00000WV8B,0P00017HLS,,,9/3/2018,Liquidated
Zhong Ou Qianghui Bond Fund,2940,F00000XVXC,0P00018UBW,,,8/3/2018,Liquidated
GuoTai Shengyi Alloc A,1491,F00000VXUB,0P000167L0,,,7/3/2018,Liquidated
GuoTai Shengyi Alloc C,2045,F00000WJ6K,0P000170EH,,,7/3/2018,Liquidated
MinSheng Royal Fengyi Alloc,4974,F00000ZSYL,0P0001CAK9,,,7/3/2018,Liquidated
ChinaAMC New JinYuan Alloc A,2871,F00000XKBZ,0P00018GHY,,,6/3/2018,Liquidated
ChinaAMC New JinYuan Alloc C,2872,F00000XKC0,0P00018GHZ,,,6/3/2018,Liquidated
UBS SDIC New Energy Alloc A,1584,F00000WIZW,0P00017068,,,6/3/2018,Liquidated
UBS SDIC New Energy Alloc C,1585,F00000WIZX,0P00017069,,,6/3/2018,Liquidated
HFT FuYuan Bd,519230,F00000YE60,0P00019K8Z,,,2/3/2018,Liquidated
Huatai-PB Jiali Flxbl Alloc,4358,F0000109Z2,0P0001CY67,,,2/3/2018,Liquidated
Lion AnXin Grt mix,2291,F00000WQQS,0P000179WH,,,2/3/2018,Liquidated
MinSheng Royal XinRui Bd A,2887,F00000XBBM,0P00018567,,,1/3/2018,Liquidated
MinSheng Royal XinRui Bd C,2888,F00000XBBN,0P00018568,,,1/3/2018,Liquidated
RT ZengFeng Bond Fund,2922,F00000XHBG,0P00018C1H,,,1/3/2018,Liquidated
China Life AMP WenXiang Alloc A,4758,F00000ZQIV,0P0001C6E6,,,28/2/2018,Liquidated
China Life AMP WenXiang Alloc C,4759,F00000ZQIW,0P0001C6E7,,,28/2/2018,Liquidated
China Southern YiYuan Bd A,3337,F00000XQCS,0P00018O3F,,,28/2/2018,Liquidated
China Southern YiYuan Bd C,3338,F00000XQCT,0P00018O3G,,,28/2/2018,Liquidated
Manulife TEDA ChuangFu Alloc,5254,F00000ZMF3,0P0001BT4D,,,28/2/2018,Liquidated
Bosera Credit and Convertible Bond Fd A,280,F00000Q9V3,0P0000Z9TZ,,,27/2/2018,Liquidated
Bosera Credit and Convertible Bond Fd C,281,F00000Q9V4,0P0000Z9U0,,,27/2/2018,Liquidated
Changsheng TongYu Pure Bd Fd A,2283,F00000WXNQ,0P00017KT0,,,27/2/2018,Liquidated
Changsheng TongYu Pure Bd Fd C,2284,F00000WXNR,0P00017KT1,,,27/2/2018,Liquidated
Changsheng TongYu Pure Bd Fd E,2285,F00000WXNT,0P00017KT3,,,27/2/2018,Liquidated
QianHai Alliance Universl Healty Ind All,2780,F00000Y675,0P000197NZ,,,26/2/2018,Liquidated
Guotai Internal Gold Wash Bond Fd,302,F00000QLTU,0P0000ZT7Y,,,25/2/2018,Liquidated
Zheshang Juchao Strategy mix,680001,F00000VQ5W,0P00015WNN,,,23/2/2018,Liquidated
Zhongou Qiangli Bond Fund,3091,F00000XJLA,0P00018EXR,,,23/2/2018,Liquidated
HuaAn AnRun Flexible Alloc Fd A,2153,F00000XWZR,0P00018W2H,,,13/2/2018,Liquidated
HuaAn AnRun Flexible Alloc Fd C,2154,F00000XWZS,0P00018W2I,,,13/2/2018,Liquidated
Rongtong New Sel Alloc,1627,F00000XXRR,0P00018X5Z,,,13/2/2018,Liquidated
Tebon CSI High-Yield Corp Bd Idx(LOF)A,167701,F00000YUOB,0P0001A9RI,,,13/2/2018,Liquidated
Tebon CSI High-Yield Corp Bd Idx(LOF)C,167704,F00000YUOC,0P0001A9RJ,,,13/2/2018,Liquidated
TianHong JuLi Flxble Alloc Fd,1647,F00000Y8AP,0P00019AIN,,,13/2/2018,Liquidated
CCB Principa AnXin N5 Bal,2378,F00000WRJ0,0P00017AXQ,,,10/2/2018,Liquidated
ICBCCS Principal Guaranteed Mixed,487016,F00000NDO7,0P0000UR0U,,,9/2/2018,Liquidated
ICBCCS Principal Guaranteed Mixed B,1428,F00000VWMN,0P000165V9,,,9/2/2018,Liquidated
Tebon QunLi Bd A,3420,F00000YN0X,0P00019VTW,,,7/2/2018,Liquidated
Tebon QunLi Bd C,3421,F00000YN0Y,0P00019VTX,,,7/2/2018,Liquidated
New China Xinan Principal Gtd NO.1 Fd,519167,F00000TH6M,0P000134HI,,,3/2/2018,Liquidated
E Fund RuiXin Alloc E,1442,F00000ZQXN,0P0001C87R,,,1/2/2018,Liquidated
MANULIFE TEDA Return Bond A,2470,F00000WYDR,0P00017LPV,,,1/2/2018,Liquidated
MANULIFE TEDA Return Bond C,2471,F00000WYDT,0P00017LPX,,,1/2/2018,Liquidated
Tebon Cash Exchange MMkt A,3506,F00000Y4IP,0P000195H6,,,1/2/2018,Liquidated
