,SPX Index,NDX Index,INDU Index,ACDER Index,DAX Index,NKY Index,HSI Index,SHSZ300 Index,SENSEX Index,UKX Index,LBUSTRUU Index,IBOXHY Index,IDCOTCPR Index,IDCOTSPR Index,LBUTTRUU Index,GOLDLNAM Index,CL1 Comdty
2016/6/10,2096.07,4461.049,17865.34,1147.67,9834.62,16601.36,21042.64,3163.99,26635.75,6115.76,2011.69,237.2737,103.4424,99.9339,290.1145,1266.6,49.07
2016/6/13,2079.06,4422.759,17732.48,1126.9,9657.44,16019.18,20512.99,3066.34,26396.77,6044.97,2013.29,236.8659,103.5769,99.9368,289.7922,1284.1,48.88
2016/6/14,2075.32,4424.912,17674.82,1096.38,9519.2,15859,20387.53,3075.98,26395.71,5923.53,2012.45,235.141,103.6062,99.938,289.4062,1279.4,48.49
2016/6/15,2071.5,4409.51,17640.17,1108.92,9606.71,15919.58,20467.52,3116.37,26726.34,5966.8,2014.51,235.7106,103.722,99.9437,290.1838,1282,48.01
2016/6/16,2077.99,4424.233,17733.1,1091.59,9550.47,15434.14,20038.42,3094.67,26525.46,5950.48,2017.16,234.3866,103.9034,99.9487,290.0572,1307,46.21
2016/6/17,2071.22,4374.38,17675.16,1117.9,9631.36,15599.66,20169.98,3110.36,26625.91,6021.09,2012.7,235.423,103.6115,99.9448,288.9313,1284.5,47.98
2016/6/20,2083.25,4400.158,17804.87,1167.87,9962.02,15965.3,20510.2,3112.67,26866.92,6204,2010.13,237.2504,103.3374,99.9375,288.2366,1283.25,49.37
2016/6/21,2088.9,4413.404,17829.73,1168.84,10015.54,16169.11,20668.44,3106.32,26812.78,6226.55,2008.11,237.1534,103.18,99.9375,287.911,1280.8,48.85
2016/6/22,2085.45,4404.726,17780.83,1174.05,10071.06,16065.72,20795.12,3133.96,26765.65,6261.19,2009.1,237.5899,103.2239,99.9371,288.0552,1265,49.13
2016/6/23,2113.32,4467.481,18011.07,1199.04,10257.03,16238.35,20868.34,3117.32,27002.22,6338.1,2005.37,238.4652,102.8788,99.9271,288.3988,1265.75,50.11
2016/6/24,2037.41,4285.701,17400.75,1092.55,9557.16,14952.02,20259.13,3077.16,26397.71,6138.69,2016.61,236.3311,103.8046,99.9419,290.0446,1313.85,47.64
2016/6/27,2000.54,4201.055,17140.24,1033.79,9268.66,15309.21,20227.3,3120.54,26402.96,5982.2,2027.45,234.2979,104.5402,99.9461,290.9632,1324.6,46.33
2016/6/28,2036.09,4290.467,17409.72,1067.36,9447.28,15323.14,20172.46,3136.4,26524.55,6140.39,2027.91,234.6867,104.5294,99.9497,291.7134,1312,47.85
2016/6/29,2070.77,4364.738,17694.68,1105.53,9612.27,15566.83,20436.12,3151.39,26740.39,6360.06,2027.98,236.6915,104.4516,99.9489,292.1589,1317.75,49.88
2016/6/30,2098.86,4417.699,17929.99,1117.84,9680.09,15575.92,20794.37,3153.92,26999.72,6504.33,2027.69,237.6301,104.4004,99.9493,292.1017,1317,48.33
2016/7/1,2102.95,4437.444,17949.37,1128.35,9776.12,15682.48,20794.37,3154.2,27144.91,6577.83,2031.96,238.7389,104.58,99.9445,293.6903,1331.75,48.99
2016/7/4,2102.95,4437.444,17949.37,1120.44,9709.09,15775.8,21059.2,3204.7,27278.76,6522.26,2031.96,238.8653,104.58,99.9445,293.6903,1348.75,48.99
2016/7/5,2088.55,4410.747,17840.62,1098.41,9532.61,15669.33,20750.72,3207.38,27166.87,6545.37,2041.9,238.7328,105.1795,99.9444,295.1232,1344.75,46.6
2016/7/6,2099.73,4444.703,17918.62,1076.46,9373.26,15378.99,20495.29,3216.8,27166.87,6463.59,2039.83,238.8722,105.0438,99.9415,295.6283,1370,47.43
2016/7/7,2097.9,4459.584,17895.88,1088.39,9418.78,15276.24,20706.92,3209.95,27201.49,6533.79,2041.18,239.9182,105.073,99.9354,295.4149,1367.1,45.14
2016/7/8,2129.9,4528.364,18146.74,1102.11,9629.66,15106.98,20564.17,3192.28,27126.9,6590.64,2044.06,241.2058,105.1755,99.9298,295.7336,1356.1,45.41
2016/7/11,2137.16,4554.709,18226.93,1121.83,9833.41,15708.82,20880.5,3203.33,27626.69,6682.86,2039.93,242.8556,104.8016,99.9258,294.5324,1358.25,44.76
2016/7/12,2152.14,4577.612,18347.67,1135.99,9964.07,16095.65,21224.74,3273.18,27808.14,6680.69,2034.19,244.3735,104.3459,99.9203,293.5331,1352.85,46.8
2016/7/13,2152.43,4565.771,18372.12,1138.12,9930.71,16231.43,21322.37,3282.87,27815.18,6670.4,2038.9,243.5317,104.614,99.9216,294.2661,1340.25,44.75
2016/7/14,2163.75,4596.488,18506.41,1147.03,10068.3,16385.89,21561.06,3276.76,27942.11,6654.47,2033.5,244.1327,104.24,99.9149,293.4178,1325.7,45.68
2016/7/15,2161.74,4589.828,18516.55,1141.28,10066.9,16497.85,21659.25,3276.28,27836.5,6669.24,2028.2,244.0492,103.8845,99.9101,292.5931,1330.5,45.95
2016/7/18,2166.89,4619.68,18533.05,1143.81,10063.13,16497.85,21803.18,3262.02,27746.66,6695.42,2029.12,243.8662,103.9269,99.9112,292.7149,1326.15,45.24
2016/7/19,2163.78,4603.284,18559.01,1133.86,9981.24,16723.31,21673.2,3248.23,27787.62,6697.37,2031.66,244.0218,104.0734,99.9096,292.6845,1332.2,44.65
2016/7/20,2173.02,4657.2,18595.03,1145.09,10142.01,16681.89,21882.48,3237.61,27915.89,6728.99,2029.67,244.2628,103.9156,99.9099,292.3516,1325.6,44.94
2016/7/21,2165.17,4647.016,18517.23,1143.3,10156.21,16810.22,22000.49,3252.52,27710.52,6699.89,2030.97,244.3203,104.0018,99.9076,292.2786,1322,44.75
2016/7/22,2175.03,4666.071,18570.85,1140.23,10147.46,16627.25,21964.27,3225.16,27803.24,6730.48,2030.84,244.5485,103.9845,99.9031,291.8682,1323.2,44.19
2016/7/25,2168.48,4665.928,18493.06,1141.89,10198.24,16620.29,21993.44,3230.89,28095.34,6710.13,2030.08,244.5251,103.9198,99.9005,291.6708,1315,43.13
2016/7/26,2169.18,4672.112,18473.75,1144.11,10247.76,16383.04,22129.73,3269.59,27976.52,6724.03,2030.18,243.9607,103.9716,99.9001,291.9466,1321.25,42.92
2016/7/27,2166.58,4702.885,18472.17,1150.1,10319.55,16664.82,22218.99,3218.24,28024.33,6750.43,2034.86,243.7662,104.2894,99.9038,292.953,1320.8,41.92
2016/7/28,2170.06,4721.409,18456.35,1148.99,10274.93,16476.84,22174.34,3221.14,28208.62,6721.06,2035.11,243.5224,104.3027,99.9096,293.4442,1341.3,41.14
2016/7/29,2173.6,4730.231,18432.24,1166.94,10337.5,16569.27,21891.37,3203.93,28051.86,6724.43,2040.51,243.2,104.6184,99.9102,294.6339,1332.5,41.6
2016/8/1,2170.84,4756.039,18404.51,1158.58,10330.52,16635.77,22129.14,3176.81,28003.12,6693.95,2036.27,243.0154,104.3889,99.91,292.888,1348.85,40.06
2016/8/2,2157.03,4719.212,18313.77,1149.37,10144.34,16391.45,22129.14,3189.05,27981.71,6645.4,2031.97,242.3965,104.1545,99.9098,291.5028,1358.15,39.51
2016/8/3,2163.79,4734.329,18355,1144.42,10170.21,16083.11,21739.12,3193.51,27697.51,6634.4,2031.77,242.5562,104.1396,99.9074,291.9745,1364.4,40.83
2016/8/4,2164.25,4743.812,18352.05,1149.3,10227.86,16254.89,21832.23,3201.29,27714.37,6740.16,2036.69,243.6389,104.3871,99.9102,293.3591,1351.15,41.93
2016/8/5,2182.87,4791.209,18543.53,1154.31,10367.21,16254.45,22146.09,3205.11,28078.35,6793.47,2029.93,244.5128,103.8831,99.8979,292.4346,1362.6,41.8
2016/8/8,2180.89,4784.743,18529.29,1155.46,10432.36,16650.57,22494.76,3234.18,28182.57,6809.13,2031.04,245.1311,103.8878,99.8922,292.5975,1330,43.02
2016/8/9,2181.74,4795.749,18533.05,1169.61,10692.9,16764.97,22465.61,3256.98,28085.16,6851.3,2035.54,246.1938,104.1149,99.8919,292.9977,1332.9,42.77
2016/8/10,2175.49,4783.393,18495.66,1172.81,10650.89,16735.12,22492.43,3243.34,27774.88,6866.42,2039.54,246.3791,104.3336,99.8936,293.3315,1351.85,41.71
2016/8/11,2185.79,4803.314,18613.52,1184.89,10742.84,16735.12,22580.55,3233.36,27859.6,6914.71,2032.84,246.467,103.8825,99.8868,292.4826,1344.55,43.49
2016/8/12,2184.05,4807.076,18576.47,1183.3,10713.43,16919.92,22766.91,3294.23,28152.4,6916.02,2038.36,246.7471,104.2067,99.8877,293.3538,1336.7,44.49
2016/8/15,2190.15,4827.116,18636.05,1185.23,10739.21,16869.56,22932.51,3393.42,28152.4,6941.19,2035.28,247.2214,103.9776,99.8891,292.7932,1339.2,45.74
2016/8/16,2178.15,4797.188,18552.02,1182.56,10676.65,16596.51,22910.84,3378.25,28064.61,6893.92,2033.46,247.5837,103.8066,99.8844,291.9964,1349.1,46.58
2016/8/17,2182.22,4805.453,18573.94,1174.62,10537.67,16745.64,22799.78,3373.05,28005.37,6859.15,2035.71,247.557,103.9172,99.8852,292.7931,1342.75,46.79
2016/8/18,2187.02,4808.684,18597.7,1189.26,10603.03,16486.01,23023.16,3364.49,28123.44,6868.96,2038.69,247.8158,104.0836,99.8884,293.7349,1347.1,48.22
2016/8/19,2183.87,4806.138,18552.57,1179.6,10544.36,16545.82,22937.22,3365.02,28077,6858.95,2034.68,247.8339,103.8171,99.8817,292.9642,1346.85,48.52
2016/8/22,2182.64,4808.558,18529.42,1181.23,10494.35,16598.19,22997.91,3336.79,27985.54,6828.54,2039.09,247.8724,104.067,99.8828,293.7551,1334.3,47.05
2016/8/23,2186.9,4818.479,18547.3,1191.2,10592.88,16497.36,22998.93,3341.83,27990.21,6868.51,2039.19,248.2119,104.0323,99.8825,293.8166,1338.5,48.1
2016/8/24,2175.44,4783.485,18481.48,1188.37,10622.97,16597.3,22820.78,3329.86,28059.94,6835.78,2038.9,248.3118,104.0019,99.8811,293.6383,1337.3,46.77
2016/8/25,2172.47,4775.425,18448.41,1181.83,10529.59,16555.95,22814.95,3308.97,27835.91,6816.9,2037.01,248.2627,103.8707,99.8797,293.4517,1324.5,47.33
2016/8/26,2169.04,4783.694,18395.4,1187.59,10587.77,16360.71,22909.54,3307.09,27782.25,6838.05,2031.66,248.3393,103.4696,99.8689,291.9871,1324.9,47.64
2016/8/29,2180.38,4791.086,18502.99,1173.93,10544.44,16737.49,22821.34,3307.78,27902.66,6838.05,2038.89,248.4457,103.9239,99.8695,293.2473,1324.9,46.98
2016/8/30,2176.12,4775.995,18454.3,1177.32,10657.64,16725.36,23016.11,3311.99,28343.01,6820.79,2038,248.6325,103.8523,99.8699,292.984,1318.85,46.35
2016/8/31,2170.95,4771.055,18400.88,1171.58,10592.69,16887.4,22976.88,3327.79,28452.17,6781.51,2038.18,248.5216,103.8625,99.8654,293.3123,1314.45,44.7
2016/9/1,2170.86,4783.938,18419.3,1178.29,10534.31,16926.84,23162.34,3301.58,28423.48,6745.97,2037.75,248.3046,103.8695,99.8639,293.0943,1305.7,43.16
2016/9/2,2179.98,4798.741,18491.96,1197.55,10683.82,16925.68,23266.7,3314.11,28532.11,6894.6,2035.14,248.4991,103.6863,99.8612,292.9578,1311.5,44.44
2016/9/5,2179.98,4798.741,18491.96,1196.77,10672.22,17037.63,23649.55,3319.68,28532.11,6879.42,2035.14,248.6267,103.6863,99.8612,292.9578,1328.3,44.44
2016/9/6,2186.48,4829.512,18538.12,1203,10687.14,17081.98,23787.68,3342.63,28978.02,6826.05,2041.09,248.9756,104.028,99.866,294.4887,1330.05,44.83
2016/9/7,2186.16,4831.861,18526.14,1207.22,10752.98,17012.44,23741.81,3340.82,28926.36,6846.58,2041.4,249.2183,104.0256,99.8628,294.8466,1348.75,45.5
2016/9/8,2181.3,4803.998,18479.91,1207.13,10675.29,16958.77,23919.34,3339.56,29045.28,6858.7,2033.52,249.3859,103.5209,99.8553,293.6658,1348,47.62
2016/9/9,2127.81,4681.535,18085.45,1187.22,10573.44,16965.76,24099.7,3318.04,28797.25,6776.95,2027.38,248.2294,103.1722,99.848,291.8864,1335.65,45.88
2016/9/12,2159.04,4764.652,18325.07,1176.76,10431.77,16672.92,23290.6,3262.6,28353.54,6700.9,2027.61,247.5919,103.2263,99.8465,292.0473,1327.5,46.29
2016/9/13,2127.02,4722.845,18066.75,1167.12,10386.6,16729.04,23215.76,3260.33,28353.54,6665.63,2021.65,246.7507,102.818,99.8442,290.5076,1328.5,44.9
2016/9/14,2125.77,4746.063,18034.77,1166.71,10378.4,16614.24,23190.64,3238.73,28372.23,6673.31,2025.83,246.5468,103.0933,99.851,291.1717,1323.2,43.58
2016/9/15,2147.26,4819.896,18212.48,1172.8,10431.2,16405.01,23335.59,3238.73,28412.89,6730.3,2025.26,246.5952,103.0317,99.8616,291.0782,1320.1,43.91
2016/9/16,2139.16,4818.054,18123.8,1156.46,10276.17,16519.29,23335.59,3238.73,28599.03,6710.28,2025.17,246.3788,103.0204,99.8569,291.2905,1314.25,43.03
2016/9/19,2139.12,4796.071,18120.17,1170.05,10373.87,16519.29,23550.45,3263.12,28634.5,6813.55,2025.87,246.6897,103.0465,99.8629,291.306,1315.05,43.3
2016/9/20,2139.76,4805.22,18129.96,1167.49,10393.86,16492.15,23530.86,3257.4,28523.2,6830.79,2026.95,246.8291,103.0891,99.8588,291.2033,1315.4,43.44
2016/9/21,2163.12,4853.748,18293.7,1169.35,10436.49,16807.62,23669.9,3266.64,28507.42,6834.77,2029.24,247.0701,103.1671,99.8604,292.2421,1319.6,45.34
2016/9/22,2177.18,4891.363,18392.46,1198.32,10674.18,16807.62,23759.8,3291.12,28773.13,6911.4,2034.06,248.6714,103.4039,99.8812,293.7138,1332.45,46.32
2016/9/23,2164.69,4858.909,18261.45,1187.58,10626.97,16754.02,23686.48,3275.67,28668.22,6909.43,2035.78,248.8438,103.5188,99.88,294.7538,1335.9,44.48
2016/9/26,2146.1,4817.167,18094.83,1174.68,10393.71,16544.56,23317.92,3220.28,28294.28,6818.04,2038.02,248.4946,103.6408,99.8783,294.5959,1336.3,45.93
2016/9/27,2159.93,4866.706,18228.3,1167.74,10361.48,16683.93,23571.9,3240.75,28223.7,6807.67,2041.13,248.2986,103.8594,99.875,294.8536,1335.85,44.67
2016/9/28,2171.37,4875.269,18339.24,1175.43,10438.34,16465.4,23619.65,3230.89,28292.81,6849.38,2040.43,248.7819,103.7972,99.8694,295.4562,1324.8,47.05
2016/9/29,2151.13,4838.3,18143.45,1181.05,10405.54,16693.71,23739.47,3244.39,27827.53,6919.42,2041.77,249.4149,103.8941,99.8695,295.423,1320.85,47.83
2016/9/30,2168.27,4875.697,18308.15,1182.4,10511.02,16449.84,23297.15,3253.28,27865.96,6899.33,2036.98,249.7184,103.5607,99.8608,294.9179,1327.9,48.24
2016/10/3,2161.2,4866.625,18253.85,1181.92,10511.02,16598.67,23584.43,3253.28,28243.29,6983.52,2036.01,250.0935,103.4665,99.8506,295.2526,1318.65,48.81
2016/10/4,2150.49,4859.467,18168.45,1185.35,10619.61,16735.65,23689.44,3253.28,28334.55,7074.34,2030.3,250.4052,103.0955,99.8442,293.8192,1309.15,48.69
2016/10/5,2159.73,4877.749,18281.03,1183.69,10585.78,16819.24,23788.31,3253.28,28220.98,7033.25,2027.87,250.6693,102.8912,99.8406,293.2641,1274,49.83
2016/10/6,2160.77,4873.924,18268.5,1175.63,10568.8,16899.1,23952.5,3253.28,28106.21,6999.96,2026.18,250.794,102.7226,99.8398,293.224,1265.5,50.44
2016/10/7,2153.74,4864.522,18240.49,1165.54,10490.86,16860.09,23851.82,3253.28,28061.14,7044.39,2026.58,250.9022,102.7236,99.8383,293.1714,1255,49.81
2016/10/10,2163.66,4893.768,18329.04,1171.32,10624.08,16860.09,23851.82,3293.87,28082.34,7097.5,2026.58,251.0302,102.7236,99.8383,293.1714,1262.1,51.35
2016/10/11,2136.73,4821.914,18128.66,1155.17,10577.16,17024.76,23549.52,3306.56,28082.34,7070.88,2024.71,250.971,102.5727,99.8357,292.9078,1256.4,50.79
2016/10/12,2139.18,4819.635,18144.2,1145.04,10523.07,16840,23407.05,3300.01,28082.34,7024.01,2023.59,250.8922,102.4819,99.8381,292.5461,1255.7,50.18
2016/10/13,2132.55,4803.102,18098.94,1137.37,10414.07,16774.24,23031.3,3302.65,27643.11,6977.74,2027.94,250.4427,102.7289,99.8463,293.2506,1258,50.44
2016/10/14,2132.98,4808.485,18138.38,1148.85,10580.38,16856.37,23233.31,3305.85,27673.6,7013.55,2023.29,250.8625,102.3856,99.8435,292.7489,1256.15,50.35
2016/10/17,2126.5,4796.169,18086.4,1138.87,10503.57,16900.12,23037.54,3277.88,27529.97,6947.55,2026.49,250.9731,102.5742,99.8446,294.0346,1252.7,49.94
2016/10/18,2139.6,4839.721,18161.94,1154.01,10631.55,16963.61,23394.39,3321.33,28050.88,7000.06,2028.55,251.3868,102.6707,99.844,294.1571,1261.65,50.29
2016/10/19,2144.29,4836.61,18202.62,1157.26,10645.68,16998.91,23304.97,3316.24,27984.37,7021.92,2028.99,252.0489,102.666,99.8461,294.4156,1269.75,51.6
2016/10/20,2141.34,4832.71,18162.35,1155.38,10701.39,17235.5,23374.4,3318.6,28129.84,7026.9,2029.55,252.3204,102.6896,99.8441,294.3935,1269.2,50.43
2016/10/21,2141.16,4851.861,18145.71,1149.61,10710.73,17184.59,23374.4,3327.74,28077.18,7020.47,2029.88,252.299,102.7116,99.8409,294.4103,1263.95,50.85
2016/10/24,2151.33,4909.969,18223.03,1150.88,10761.17,17234.42,23604.08,3367.58,28179.08,6986.4,2028.04,252.4908,102.5772,99.8397,293.9747,1267,50.52
2016/10/25,2143.16,4891.455,18169.27,1144.36,10757.31,17365.25,23565.11,3367.45,28091.42,7017.64,2028.37,252.4322,102.6148,99.8391,294.493,1269.3,49.96
2016/10/26,2139.43,4860.593,18199.33,1145.74,10709.68,17391.84,23325.43,3354.8,27836.51,6958.09,2025.01,251.7881,102.4338,99.8377,294.3127,1273.9,49.18
2016/10/27,2133.04,4836.447,18169.68,1145.62,10717.08,17336.42,23132.35,3345.7,27915.9,6986.57,2020.01,251.1083,102.1244,99.8391,293.0842,1269.3,49.72
2016/10/28,2126.41,4805.593,18161.19,1143.66,10696.19,17446.41,22954.81,3340.13,27941.51,6996.26,2019.77,250.4163,102.1239,99.8397,293.1673,1265.9,48.7
2016/10/31,2126.15,4801.271,18142.42,1141,10665.01,17425.02,22934.54,3336.28,27930.21,6954.22,2021.4,249.5815,102.2324,99.8347,293.7379,1274.2,46.86
2016/11/1,2111.72,4766.937,18037.1,1137.97,10526.16,17442.4,23147.07,3359.05,27876.61,6917.14,2022.56,248.1978,102.3574,99.8335,294.0098,1284.4,46.67
2016/11/2,2097.94,4726.907,17959.64,1132.53,10370.93,17134.68,22810.5,3333.35,27527.22,6845.42,2023.46,247.5221,102.4575,99.8333,293.9813,1295.85,45.34
2016/11/3,2088.66,4679.103,17930.67,1130.62,10325.88,17134.68,22683.51,3365.09,27430.28,6790.51,2022.27,247.6733,102.3511,99.8366,293.1509,1293,44.66
2016/11/4,2085.18,4660.457,17888.28,1124.06,10259.13,16905.36,22642.62,3354.17,27274.15,6693.26,2024.64,247.4261,102.5077,99.8305,293.6234,1301.7,44.07
2016/11/7,2131.52,4773.729,18259.6,1131.7,10456.95,17177.21,22801.4,3356.59,27458.99,6806.9,2021.97,248.9233,102.2639,99.8256,293.7004,1286.8,44.89
2016/11/8,2139.56,4804.92,18332.74,1136.51,10482.32,17171.38,22909.47,3371.12,27591.14,6843.13,2018.85,248.8704,102.047,99.8163,293.2648,1284,44.98
2016/11/9,2163.26,4825.184,18589.69,1142.11,10646.01,16251.54,22415.19,3353.05,27252.53,6911.84,1999.13,248.1462,100.8588,99.8126,291.4783,1304.55,45.27
2016/11/10,2167.48,4747.028,18807.88,1132.85,10630.12,17344.42,22839.11,3390.61,27517.68,6827.98,1994.66,247.2729,100.558,99.8031,290.9973,1280.9,44.66
2016/11/11,2164.45,4751.951,18847.66,1125.45,10667.95,17374.79,22531.09,3417.22,26818.82,6730.43,1994.66,247.3158,100.558,99.8031,290.9973,1255.65,43.41
2016/11/14,2164.2,4702.045,18868.69,1114.07,10693.69,17672.62,22222.22,3430.25,26818.82,6753.18,1983.11,244.7465,99.9732,99.7869,288.1994,1222.6,43.32
2016/11/15,2180.39,4764.474,18923.06,1118.25,10735.14,17668.15,22323.91,3429.87,26304.63,6792.74,1983.39,246.1732,99.899,99.7865,288.0268,1228.9,45.81
2016/11/16,2176.94,4792.268,18868.14,1110.77,10663.87,17862.21,22280.53,3429.59,26298.69,6749.72,1985.73,246.391,100.0241,99.7905,288.2889,1225.7,45.57
2016/11/17,2187.12,4826.587,18903.82,1117.6,10685.54,17862.63,22262.88,3436.53,26227.62,6794.71,1980.74,246.8248,99.736,99.7908,288.1627,1232,45.42
2016/11/18,2181.9,4808.042,18867.93,1103.85,10664.56,17967.41,22344.21,3417.46,26150.24,6775.77,1974.22,246.4283,99.471,99.79,287.5653,1206.1,45.69
2016/11/21,2198.18,4858.998,18956.69,1111.71,10685.13,18106.02,22357.78,3441.11,25765.14,6777.96,1973.98,246.8686,99.4446,99.7889,287.7798,1214.95,47.49
2016/11/22,2202.94,4873.842,19023.87,1111.23,10713.85,18162.94,22678.07,3468.36,25960.78,6819.72,1975.49,247.7822,99.499,99.7869,288.1223,1217.55,48.03
2016/11/23,2204.72,4853.862,19083.18,1104.39,10662.44,18162.94,22676.69,3474.73,26051.81,6817.71,1971.39,247.8622,99.3001,99.7826,287.489,1213.25,47.96
2016/11/24,2204.72,4853.862,19083.18,1111.48,10689.26,18333.41,22608.49,3488.74,25860.17,6829.2,1971.39,247.905,99.3001,99.7826,287.489,1187.25,47.96
2016/11/25,2213.35,4870.017,19152.14,1117.5,10699.27,18381.22,22723.45,3521.3,26316.34,6840.75,1970.32,247.8613,99.272,99.7827,287.0709,1187.5,46.06
2016/11/28,2201.72,4857.021,19097.9,1106.81,10582.67,18356.89,22830.57,3535.08,26350.17,6799.47,1976.1,248.3086,99.514,99.7858,287.1885,1189.1,47.08
2016/11/29,2204.66,4873.209,19121.6,1113.66,10620.49,18307.04,22737.07,3564.04,26394.01,6772,1978.83,248.1962,99.6479,99.7885,287.4531,1187.3,45.23
2016/11/30,2198.81,4810.814,19123.58,1116.42,10640.3,18308.48,22789.77,3538,26652.81,6783.79,1973.59,248.5018,99.2961,99.7853,288.101,1187.4,49.44
2016/12/1,2191.08,4734.096,19191.93,1114.22,10534.05,18513.12,22878.23,3565.04,26559.92,6752.93,1966.01,248.4147,98.9,99.7871,287.4854,1168.75,51.06
2016/12/2,2191.95,4739.373,19170.42,1114.01,10513.35,18426.08,22564.82,3528.95,26230.66,6730.72,1971.84,248.5492,99.1894,99.7873,287.3966,1171.65,51.68
2016/12/5,2204.71,4778.141,19216.24,1127,10684.83,18274.99,22505.55,3469.41,26349.1,6746.83,1972.37,249.0988,99.1756,99.7863,287.9271,1164.9,51.79
2016/12/6,2212.23,4788.671,19251.78,1138.45,10775.32,18360.54,22675.15,3459.15,26392.76,6779.84,1971.8,249.8856,99.1138,99.7822,287.9231,1171.15,50.93
2016/12/7,2241.35,4851.939,19549.62,1151.97,10986.69,18496.69,22800.92,3475.75,26236.87,6902.23,1977.18,250.9863,99.3726,99.782,288.5271,1171.25,49.77
2016/12/8,2246.19,4859.186,19614.81,1149.54,11179.42,18765.47,22861.84,3470.14,26694.28,6931.55,1973.8,251.3538,99.1433,99.776,288.2776,1174.75,50.84
2016/12/9,2259.53,4895.904,19756.85,1152.19,11203.63,18996.37,22760.98,3493.7,26747.18,6954.21,1966.65,251.8937,98.7777,99.7718,286.8384,1168.9,51.5
2016/12/12,2256.96,4874.297,19796.43,1155.2,11190.21,19155.03,22433.02,3409.18,26515.24,6890.42,1966.78,252.293,98.7508,99.7716,286.8015,1154.4,52.83
2016/12/13,2271.72,4935.837,19911.21,1170.42,11284.65,19250.52,22446.7,3405.04,26697.82,6968.57,1967.23,252.545,98.7265,99.766,286.5144,1157.35,52.98
2016/12/14,2253.28,4921.218,19792.53,1166.29,11244.84,19253.61,22456.62,3378.95,26602.84,6949.19,1962.83,252.6107,98.4635,99.7624,285.2286,1160.95,51.04
2016/12/15,2262.03,4933.407,19852.24,1149.64,11366.4,19273.79,22059.4,3340.43,26519.07,6999.01,1956.59,251.3878,98.278,99.7649,283.2703,1132.45,50.9
2016/12/16,2258.07,4914.864,19843.41,1153.16,11404.01,19401.15,22020.75,3346.03,26489.56,7011.64,1954.59,251.2625,98.165,99.7673,282.2897,1134.85,51.9
2016/12/19,2262.53,4934.847,19883.06,1155.02,11426.7,19391.6,21832.68,3328.98,26374.7,7017.16,1960.89,251.5159,98.4722,99.7758,283.3927,1137.6,52.12
2016/12/20,2270.76,4953.803,19974.62,1153.93,11464.74,19494.53,21729.06,3309.06,26307.98,7043.96,1959.2,251.6965,98.3349,99.7788,283.7514,1132.75,52.23
2016/12/21,2265.18,4948.905,19941.96,1158.01,11468.64,19444.49,21809.8,3338.54,26242.38,7041.42,1962.45,251.9028,98.4757,99.7812,284.4129,1134.4,52.49
2016/12/22,2260.96,4934.391,19918.88,1158.15,11456.1,19427.67,21636.2,3335.67,25979.6,7063.68,1962.28,252.1241,98.4459,99.7819,285.3253,1130.55,52.95
2016/12/23,2263.79,4940.023,19933.81,1159.16,11449.93,19427.67,21574.76,3307.6,26040.7,7068.17,1963.42,252.4165,98.5119,99.7755,285.9192,1131,53.02
2016/12/26,2263.79,4940.023,19933.81,1159.16,11449.93,19396.64,21574.76,3322.4,25807.1,7068.17,1963.42,252.4165,98.5119,99.7755,285.9192,1131,53.02
2016/12/27,2268.88,4965.808,19945.04,1160.51,11472.24,19403.06,21574.76,3316.39,26213.44,7068.17,1961.53,252.6575,98.3518,99.7731,285.8424,1131,53.9
2016/12/28,2249.92,4926.286,19833.68,1157.18,11474.99,19401.72,21754.74,3301.89,26210.68,7106.08,1967.64,252.9364,98.6619,99.7762,286.4817,1139.75,54.06
2016/12/29,2249.26,4918.283,19819.78,1163.81,11451.05,19145.14,21790.91,3297.76,26366.15,7120.26,1971.49,253.1,98.8139,99.7834,286.6958,1146.8,53.77
2016/12/30,2238.83,4863.62,19762.6,1174.28,11481.06,19114.37,22000.56,3310.08,26626.46,7142.83,1976.37,253.1342,99.0239,99.7823,287.8181,1159.1,53.72
2017/1/2,2238.83,4863.62,19762.6,1180.07,11598.33,19114.37,22000.56,3310.08,26595.45,7142.83,1976.37,253.203,99.0239,99.7823,287.8181,1159.1,53.72
2017/1/3,2257.83,4911.333,19881.76,1169.79,11584.24,19114.37,22150.4,3342.23,26643.24,7177.89,1975.81,253.8701,98.9696,99.7753,288.1355,1148.65,52.33
2017/1/4,2270.75,4937.205,19942.16,1178.5,11584.31,19594.16,22134.47,3368.31,26633.13,7189.74,1975.72,254.7796,98.9686,99.7836,288.2719,1165.9,53.26
2017/1/5,2269,4964.953,19899.29,1193.97,11584.94,19520.69,22456.69,3367.79,26878.24,7195.31,1985.25,255.3723,99.4648,99.79,289.5001,1173.05,53.76
2017/1/6,2276.98,5007.077,19963.8,1190.74,11599.01,19454.33,22503.01,3347.67,26759.23,7210.05,1979.81,255.5245,99.1761,99.7873,288.5733,1178,53.99
2017/1/9,2268.9,5024.899,19887.38,1182.16,11563.99,19454.33,22558.69,3363.9,26726.55,7237.77,1984.12,255.5417,99.4062,99.7938,289.046,1176.1,51.96
2017/1/10,2268.9,5035.167,19855.53,1187.63,11583.3,19301.44,22744.85,3358.27,26899.56,7275.47,1983.83,255.6821,99.3972,99.7997,289.1624,1183.2,50.82
